# Trained_Coeffs, Unscaled, Sparsity_Mask
1.117260679602622986e-01,5.849963238640566443e-01,0.000000000000000000e+00
3.266382515430450439e-01,6.238331080316342203e-02,1.000000000000000000e+00
6.026755571365356445e-01,8.549708729823463500e+02,3.000000000000000000e+00
1.617742538452148438e+00,4.383071190118788536e+02,4.000000000000000000e+00
3.704681992530822754e-01,1.916996991072758405e+01,5.000000000000000000e+00
