# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
1.668301224708557129e-01,2.913929522037506104e-01,0.000000000000000000e+00
6.158111095428466797e-01,4.535287618637084961e-01,1.000000000000000000e+00
5.037296414375305176e-01,6.048175692558288574e-01,3.000000000000000000e+00
1.496721506118774414e+00,1.593093156814575195e+00,4.000000000000000000e+00
6.160185933113098145e-01,5.244252681732177734e-01,5.000000000000000000e+00
