# Trained_Coeffs, Scaled_Trained_Coeffs
1.591428965330123901e-01,1.733832001686096191e+00
1.695531845092773438e+00,5.673789381980895996e-01
1.605774909257888794e-01,5.470525845885276794e-02
7.868819832801818848e-01,8.253630828857421875e+01
1.201559543609619141e+00,5.809204101562500000e+01
2.286954075098037720e-01,6.820785522460937500e+00
7.270542979240417480e-01,1.432284259796142578e+01
