# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
1.551403701305389404e-01,4.073192119598388672e+00,0.000000000000000000e+00
1.691677212715148926e+00,1.020949244499206543e+00,1.000000000000000000e+00
1.643404364585876465e-01,5.311425775289535522e-02,2.000000000000000000e+00
7.828823924064636230e-01,5.214714050292968750e+01,3.000000000000000000e+00
1.197560548782348633e+00,3.676777648925781250e+01,4.000000000000000000e+00
2.326953858137130737e-01,4.407205104827880859e+00,5.000000000000000000e+00
7.230566740036010742e-01,9.045514106750488281e+00,6.000000000000000000e+00
