# Trained_Coeffs, Scaled_Trained_Coeffs
1.670657247304916382e-01,2.924776673316955566e-01
1.687843561172485352e+00,1.243910670280456543e+00
1.683851331472396851e-01,1.087803840637207031e-01
7.948777675628662109e-01,7.591962814331054688e-02
1.204437255859375000e+00,3.910474479198455811e-03
2.206968814134597778e-01,1.070167752914130688e-03
7.350479364395141602e-01,3.086054930463433266e-03
