# Trained_Coeffs, Scaled_Trained_Coeffs
2.500176429748535156e+00,1.435815930366516113e+00
2.669232189655303955e-01,6.839340925216674805e-01
9.755573421716690063e-02,6.341210007667541504e-01
1.508107900619506836e+00,1.010419502854347229e-01
4.067750930786132812e+00,1.885546445846557617e-01
2.377072572708129883e+00,2.710832357406616211e-01
2.528857231140136719e+00,9.437066912651062012e-01
