# Trained_Coeffs, Scaled_Trained_Coeffs
9.907521605491638184e-01,1.402288079261779785e+00
9.124322533607482910e-01,1.329201340675354004e+00
7.441771626472473145e-01,9.355890154838562012e-01
1.599667221307754517e-01,1.494046688079833984e+00
3.314277157187461853e-02,1.725759357213973999e-01
1.300307810306549072e-01,5.129229426383972168e-01
1.568787731230258942e-03,5.371659062802791595e-03
