# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
2.092197537422180176e-01,3.045272231101989746e-01,0.000000000000000000e+00
8.376346528530120850e-02,7.402236759662628174e-02,1.000000000000000000e+00
6.323958039283752441e-01,5.459828376770019531e-01,3.000000000000000000e+00
1.526218175888061523e+00,1.470105528831481934e+00,4.000000000000000000e+00
1.173113510012626648e-01,9.027985334396362305e-01,5.000000000000000000e+00
3.573182504624128342e-03,2.331231087446212769e-01,6.000000000000000000e+00
