# Trained_Coeffs, Scaled_Trained_Coeffs
1.591223627328872681e-01,1.190082192420959473e+00
1.695613861083984375e+00,7.114043235778808594e-01
1.607187092304229736e-01,6.448460370302200317e-02
7.868820428848266602e-01,8.428976440429687500e+01
1.204411745071411133e+00,9.341053009033203125e+01
2.286953330039978027e-01,1.718709754943847656e+01
7.270488142967224121e-01,5.669090270996093750e+01
