# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
1.551212668418884277e-01,3.523859977722167969e+00,0.000000000000000000e+00
1.691783666610717773e+00,1.179476022720336914e+00,1.000000000000000000e+00
1.645833253860473633e-01,8.318787813186645508e-02,2.000000000000000000e+00
7.828826308250427246e-01,5.316986846923828125e+01,3.000000000000000000e+00
1.208390593528747559e+00,5.941989898681640625e+01,4.000000000000000000e+00
2.326951771974563599e-01,1.108757019042968750e+01,5.000000000000000000e+00
7.230510711669921875e-01,3.574559020996093750e+01,6.000000000000000000e+00
