# Trained_Coeffs, Scaled_Trained_Coeffs
1.938100576400756836e+00,2.820978164672851562e+00
6.261457204818725586e-01,5.533294081687927246e-01
1.714249134063720703e+00,1.616351723670959473e+00
8.011081218719482422e-01,5.861861705780029297e-01
6.969611644744873047e-01,2.086661010980606079e-02
2.038609027862548828e+00,5.207586660981178284e-02
1.673598736524581909e-01,5.969863384962081909e-03
