# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
1.934101104736328125e+00,2.815156698226928711e+00,0.000000000000000000e+00
6.301457881927490234e-01,5.568642616271972656e-01,1.000000000000000000e+00
1.710249423980712891e+00,1.612580418586730957e+00,2.000000000000000000e+00
7.971857190132141113e-01,2.259079813957214355e-01,3.000000000000000000e+00
2.034603834152221680e+00,9.485663473606109619e-02,5.000000000000000000e+00
