# Trained_Coeffs, Scaled_Trained_Coeffs
1.938100576400756836e+00,2.820978164672851562e+00
6.261457204818725586e-01,5.533294081687927246e-01
1.714249014854431152e+00,1.616351604461669922e+00
8.011085987091064453e-01,5.804627537727355957e-01
6.969856023788452148e-01,2.308242768049240112e-02
2.038606166839599609e+00,5.596575513482093811e-02
1.672054082155227661e-01,6.598150823265314102e-03
