# Trained_Coeffs, Sparsity_Mask
1.324380338191986084e-01,0.000000000000000000e+00
4.681132435798645020e-01,1.000000000000000000e+00
5.159685015678405762e-01,2.000000000000000000e+00
1.581289529800415039e+00,3.000000000000000000e+00
5.043416023254394531e-01,4.000000000000000000e+00
