# Time, Target, Prediction
1.822488236731958011e+01,-7.891516545540771740e-03,-7.756954059004783630e-03
2.206362914179779011e+01,2.747291693863617573e-02,2.726136334240436554e-02
5.153242600474271740e+00,1.169574909295324414e-02,1.147084869444370270e-02
1.071497394357912825e+01,3.344588022701962260e-02,3.275909274816513062e-02
1.697846799852583644e+01,3.423661388984923504e-02,3.420168161392211914e-02
2.911791550710733922e+00,-2.157004667197839065e-01,-2.161476612091064453e-01
1.605151277467502524e+01,2.646341930882040172e-02,2.597774751484394073e-02
1.052644067771116632e+01,2.267106513542028676e-02,2.194106020033359528e-02
1.578442398136208169e+01,1.676408099423410195e-02,1.624517329037189484e-02
1.780591955427966866e+01,9.000106406146669152e-03,9.121159091591835022e-03
2.508539843159816929e+00,-1.539075040346190582e-01,-1.544072777032852173e-01
1.239606223090178183e+01,2.175565509270769790e-02,2.190924622118473053e-02
1.595724614174104872e+01,2.334056831704579490e-02,2.283951081335544586e-02
5.074687073029288342e+00,2.302483092577745083e-04,5.925074219703674316e-06
2.309008803374558028e+01,5.543534685756201091e-03,5.442032590508460999e-03
2.457740602003727304e+01,-2.486481288614277377e-02,-2.518661879003047943e-02
1.227037338698980840e+01,2.837699735629882480e-02,2.851175703108310699e-02
2.327338426445054154e+01,-2.334882703101115453e-04,-3.381576389074325562e-04
1.794731950368063522e+01,3.251450139178089106e-03,3.380933776497840881e-03
2.213694763407977462e+01,2.696554008014921677e-02,2.676471509039402008e-02
5.483175815743204673e+00,5.211051299284223670e-02,5.188732594251632690e-02
2.262399190423867523e+01,1.880876538987154289e-02,1.867230422794818878e-02
1.818298608601558897e+01,-6.257190991111718885e-03,-6.121119484305381775e-03
7.939345307189697998e+00,-4.110424227289289495e-02,-4.110927134752273560e-02
2.533677611867211610e+01,-1.473803683397690786e-02,-1.515099965035915375e-02
1.759643814775970938e+01,1.715664901085719660e-02,1.726671494543552399e-02
1.810443055857060202e+01,-3.133233112186072089e-03,-2.997150644659996033e-03
2.363473969069746516e+01,-1.106981179789480636e-02,-1.122321002185344696e-02
2.144565899256391717e+01,2.330908910046879459e-02,2.298486419022083282e-02
1.154242549933295692e+01,5.199459436453171546e-02,5.175673216581344604e-02
