# Trained_Coeffs, Scaled_Trained_Coeffs
2.391696721315383911e-01,3.356180489063262939e-01
5.155948400497436523e-01,4.506530463695526123e-01
4.115969315171241760e-02,3.713935613632202148e-02
6.038706302642822266e-01,5.591251850128173828e-01
1.398735880851745605e+00,1.385552525520324707e+00
4.873043894767761230e-01,4.024626910686492920e-01
9.450250217923894525e-05,1.594064233358949423e-04
