# Trained_Coeffs, Scaled_Trained_Coeffs
2.090658664703369141e+00,1.200635671615600586e+00
2.242593467235565186e-01,5.746169686317443848e-01
9.872292727231979370e-02,6.417078971862792969e-01
1.848542571067810059e+00,1.226840838789939880e-01
4.694765567779541016e+00,2.187695056200027466e-01
2.862781763076782227e+00,2.067749053239822388e-01
2.887028932571411133e+00,7.517538666725158691e-01
