# Time, Strain, Stress
2.178435687215643402e+00,5.438089537381495253e-01,1.384424238107960416e-04
2.180436087295638981e+00,5.487384167613484909e-01,1.396596846691389691e-04
2.182436487375635004e+00,5.536371911320203676e-01,1.408692076214016885e-04
2.184436887455631027e+00,5.585051480181333350e-01,1.420709611200563719e-04
2.186437287535627050e+00,5.633421599211131392e-01,1.432649139521200831e-04
2.188437687615623073e+00,5.681481006781128329e-01,1.444510352397144429e-04
2.190438087695619096e+00,5.729228454642412149e-01,1.456292944405919009e-04
2.192438487775615119e+00,5.776662707947413100e-01,1.467996613486535502e-04
2.194438887855611142e+00,5.823782545271265487e-01,1.479621060944699782e-04
2.196439287935607165e+00,5.870586758632675428e-01,1.491165991457691579e-04
2.198439688015603188e+00,5.917074153514281232e-01,1.502631113079325783e-04
2.200440088095599211e+00,5.963243548882635192e-01,1.514016137244605844e-04
2.202440488175595235e+00,6.009093777207634712e-01,1.525320778774424870e-04
2.204440888255591258e+00,6.054623684481521551e-01,1.536544755880056394e-04
2.206441288335587281e+00,6.099832130237382577e-01,1.547687790167556234e-04
2.208441688415583304e+00,6.144717987567239748e-01,1.558749606642016901e-04
2.210442088495579327e+00,6.189280143139612722e-01,1.569729933711787317e-04
2.212442488575575350e+00,6.233517497216607417e-01,1.580628503192462678e-04
2.214442888655571373e+00,6.277428963670599327e-01,1.591445050310809264e-04
2.216443288735566952e+00,6.321013470000373946e-01,1.602179313708619861e-04
2.218443688815562975e+00,6.364269957346851969e-01,1.612831035446352351e-04
2.220444088895558998e+00,6.407197380508290463e-01,1.623399961006785630e-04
2.222444488975555021e+00,6.449794707955067707e-01,1.633885839298326436e-04
2.224444889055551045e+00,6.492060921843940680e-01,1.644288422658517820e-04
2.226445289135547068e+00,6.533995018031903967e-01,1.654607466857146471e-04
2.228445689215543091e+00,6.575596006089517997e-01,1.664842731099378231e-04
2.230446089295539114e+00,6.616862909313760976e-01,1.674993978028772174e-04
2.232446489375535137e+00,6.657794764740483373e-01,1.685060973730080017e-04
2.234446889455531160e+00,6.698390623156306178e-01,1.695043487732069386e-04
2.236447289535527183e+00,6.738649549110110604e-01,1.704941293010110714e-04
2.238447689615523206e+00,6.778570620923995982e-01,1.714754165988692600e-04
2.240448089695519229e+00,6.818152930703847980e-01,1.724481886543846078e-04
2.242448489775515252e+00,6.857395584349371687e-01,1.734124238005417106e-04
2.244448889855511275e+00,6.896297701563660620e-01,1.743681007159191606e-04
2.246449289935507299e+00,6.934858415862336090e-01,1.753151984248994474e-04
2.248449690015503322e+00,6.973076874582178064e-01,1.762536962978552245e-04
2.250450090095499345e+00,7.010952238889305299e-01,1.771835740513394777e-04
2.252450490175495368e+00,7.048483683786853637e-01,1.781048117482440362e-04
2.254450890255490947e+00,7.085670398122246860e-01,1.790173897979624191e-04
2.256451290335486970e+00,7.122511584593950174e-01,1.799212889565429251e-04
2.258451690415482993e+00,7.159006459757752960e-01,1.808164903268059433e-04
2.260452090495479016e+00,7.195154254032609664e-01,1.817029753584807790e-04
