# Trained_Coeffs, Unscaled, Sparsity_Mask
4.648403227329254150e-01,8.877796213365239664e-02,1.000000000000000000e+00
3.929460048675537109e-02,1.433295155545500970e-03,2.000000000000000000e+00
2.211874127388000488e-01,4.134540468014147905e+02,3.000000000000000000e+00
1.593742489814758301e+00,5.689660688638685997e+02,4.000000000000000000e+00
5.898364782333374023e-01,4.021621755870003057e+01,5.000000000000000000e+00
