# Trained_Coeffs, Unscaled, Sparsity_Mask
1.144375950098037720e-01,5.991938462954724542e-01,0.000000000000000000e+00
3.160816431045532227e-01,6.036714710483751661e-02,1.000000000000000000e+00
5.804426074028015137e-01,8.234306450475390875e+02,3.000000000000000000e+00
1.593237757682800293e+00,4.316678549721835907e+02,4.000000000000000000e+00
3.378691971302032471e-01,1.748312636767781925e+01,5.000000000000000000e+00
