# Trained_Coeffs, Sparsity_Mask
2.123848944902420044e-01,0.000000000000000000e+00
2.117694914340972900e-01,1.000000000000000000e+00
5.737159252166748047e-01,2.000000000000000000e+00
3.585770130157470703e-01,3.000000000000000000e+00
7.976175546646118164e-01,4.000000000000000000e+00
2.414352893829345703e-01,5.000000000000000000e+00
4.424662888050079346e-01,6.000000000000000000e+00
