# Trained_Coeffs, Scaled_Trained_Coeffs
3.637249767780303955e-02,5.104019492864608765e-02
1.600374281406402588e-01,1.398801505565643311e-01
4.334576055407524109e-02,3.911190852522850037e-02
4.215346416458487511e-05,2.950372800114564598e-05
1.875591039657592773e+00,1.230207204818725586e+00
1.523005813360214233e-01,6.919035315513610840e-01
3.010362153872847557e-03,1.876195073127746582e-01
