# Trained_Coeffs, Sparsity_Mask
5.454042553901672363e-01,0.000000000000000000e+00
3.289968147873878479e-02,1.000000000000000000e+00
6.467475295066833496e-01,2.000000000000000000e+00
7.951150536537170410e-01,3.000000000000000000e+00
1.164467888884246349e-03,4.000000000000000000e+00
