# Trained_Coeffs, Scaled_Trained_Coeffs
3.071885108947753906e-01,4.471244215965270996e-01
8.077912777662277222e-02,7.138508558273315430e-02
9.196779876947402954e-02,8.671569824218750000e-02
6.304323077201843262e-01,5.542935132980346680e-01
1.255184531211853027e+00,1.347239136695861816e+00
-2.907761372625827789e-02,-2.781671285629272461e-01
-5.117380525916814804e-03,-9.307715296745300293e-01
