# Trained_Coeffs, Sparsity_Mask
1.707103699445724487e-01,0.000000000000000000e+00
1.021557092666625977e+00,1.000000000000000000e+00
2.905559241771697998e-01,2.000000000000000000e+00
1.032455086708068848e+00,3.000000000000000000e+00
5.908555984497070312e-01,4.000000000000000000e+00
