# Trained_Coeffs, Sparsity_Mask
5.963171273469924927e-02,0.000000000000000000e+00
3.231377601623535156e-01,1.000000000000000000e+00
6.185090914368629456e-02,2.000000000000000000e+00
1.011525988578796387e+00,3.000000000000000000e+00
2.146888226270675659e-01,4.000000000000000000e+00
