# Trained_Coeffs, Sparsity_Mask
6.955169141292572021e-02,0.000000000000000000e+00
2.932793498039245605e-01,1.000000000000000000e+00
7.174602150917053223e-02,2.000000000000000000e+00
1.008964538574218750e+00,3.000000000000000000e+00
1.759595423936843872e-01,4.000000000000000000e+00
