# Trained_Coeffs, Scaled_Trained_Coeffs
1.204639673233032227e+00,1.658395648002624512e+00
1.034897446632385254e+00,1.590407133102416992e+00
7.331334352493286133e-01,1.079230785369873047e+00
2.053344845771789551e-01,1.875311493873596191e+00
4.608818143606185913e-02,2.346702367067337036e-01
1.770428866147994995e-01,6.829068064689636230e-01
1.949688186869025230e-03,6.528093945235013962e-03
