# Trained_Coeffs, Unscaled, Sparsity_Mask
1.156782805919647217e-01,6.056900608126918328e-01,0.000000000000000000e+00
3.088057041168212891e-01,5.897754511819842255e-02,1.000000000000000000e+00
6.091853976249694824e-01,8.642058982616463254e+02,3.000000000000000000e+00
1.600282311439514160e+00,4.335764887556432541e+02,4.000000000000000000e+00
3.526884615421295166e-01,1.824995292242259737e+01,5.000000000000000000e+00
