# Trained_Coeffs, Unscaled, Sparsity_Mask
1.148535162210464478e-01,6.013716046649927316e-01,0.000000000000000000e+00
3.336633741855621338e-01,6.372501039642348986e-02,1.000000000000000000e+00
5.680251121520996094e-01,8.058148704752486537e+02,3.000000000000000000e+00
1.595955491065979004e+00,4.324041908606885727e+02,4.000000000000000000e+00
3.536447584629058838e-01,1.829943674649700824e+01,5.000000000000000000e+00
