# Trained_Coeffs, Scaled_Trained_Coeffs
2.440802454948425293e-01,3.425088822841644287e-01
4.277455806732177734e-01,3.738688528537750244e-01
6.465248763561248779e-02,5.833745375275611877e-02
6.414998173713684082e-01,5.942215323448181152e-01
1.322717308998107910e+00,1.313183188438415527e+00
3.886795043945312500e-01,3.584281504154205322e-01
3.327538026496767998e-03,7.657927460968494415e-03
