# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
2.327998280525207520e-01,3.266794979572296143e-01,0.000000000000000000e+00
5.248793959617614746e-01,4.587681591510772705e-01,1.000000000000000000e+00
3.197956830263137817e-02,2.885591425001621246e-02,2.000000000000000000e+00
6.009120941162109375e-01,5.572062134742736816e-01,3.000000000000000000e+00
1.423442840576171875e+00,1.409344553947448730e+00,4.000000000000000000e+00
5.032767057418823242e-01,4.126218557357788086e-01,5.000000000000000000e+00
