# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
1.853497028350830078e+00,1.064437150955200195e+00,0.000000000000000000e+00
2.679660022258758545e-01,6.866060495376586914e-01,1.000000000000000000e+00
8.246248215436935425e-02,5.360135436058044434e-01,2.000000000000000000e+00
8.734826445579528809e-01,7.745894789695739746e-02,4.000000000000000000e+00
3.011819720268249512e-01,4.610892757773399353e-02,5.000000000000000000e+00
6.589875817298889160e-01,4.415981173515319824e-01,6.000000000000000000e+00
