# Trained_Coeffs, Sparsity_Mask
4.080894887447357178e-01,0.000000000000000000e+00
3.789376094937324524e-02,1.000000000000000000e+00
6.413819789886474609e-01,2.000000000000000000e+00
5.791724324226379395e-01,3.000000000000000000e+00
1.368986326269805431e-03,4.000000000000000000e+00
