# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
2.767965793609619141e-01,4.028878211975097656e-01,0.000000000000000000e+00
4.223911762237548828e-01,5.628776550292968750e-01,3.000000000000000000e+00
1.002394795417785645e+00,1.043680548667907715e+00,4.000000000000000000e+00
