# Trained_Coeffs, Scaled_Trained_Coeffs
1.639872342348098755e-01,2.301172912120819092e-01
4.271491430699825287e-03,3.733482211828231812e-03
7.027889660093933344e-05,6.341431435430422425e-05
3.524158298969268799e-01,4.403764009475708008e-01
1.011209487915039062e+00,1.073766827583312988e+00
3.286336868768557906e-05,2.698931712075136602e-05
5.905922502279281616e-03,5.160629749298095703e-03
