# Trained_Coeffs, Sparsity_Mask
1.994536519050598145e-01,0.000000000000000000e+00
5.272675752639770508e-01,1.000000000000000000e+00
5.949710607528686523e-01,3.000000000000000000e+00
1.502092361450195312e+00,4.000000000000000000e+00
5.260573029518127441e-01,5.000000000000000000e+00
