# Trained_Coeffs, Scaled_Trained_Coeffs
1.289387047290802002e-01,2.719486057758331299e-01
8.203202486038208008e-01,7.945718169212341309e-01
-8.776315301656723022e-02,-5.233502388000488281e-02
2.686487138271331787e-01,4.770097434520721436e-01
1.259264469146728516e+00,1.095025420188903809e+00
4.688915014266967773e-01,2.672466635704040527e-01
-8.644058834761381149e-05,-3.457576531218364835e-05
