# Trained_Coeffs, Sparsity_Mask
3.938347697257995605e-01,0.000000000000000000e+00
1.908090710639953613e-02,1.000000000000000000e+00
6.406118273735046387e-01,2.000000000000000000e+00
5.630419254302978516e-01,3.000000000000000000e+00
5.713559803552925587e-04,4.000000000000000000e+00
