# Trained_Coeffs, Unscaled, Sparsity_Mask
4.439206719398498535e-01,1.162181601452397572e+00,0.000000000000000000e+00
4.206233099102973938e-02,1.606662694845552991e-02,1.000000000000000000e+00
6.023486852645874023e-01,2.120816038110292084e+03,3.000000000000000000e+00
5.899227857589721680e-01,7.933805998696218467e+02,4.000000000000000000e+00
2.708513289690017700e-03,5.314716744641062585e-01,6.000000000000000000e+00
