# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
2.319261074066162109e+00,1.088408827781677246e+00,0.000000000000000000e+00
3.144546151161193848e-01,6.915894150733947754e-01,1.000000000000000000e+00
7.381713390350341797e-02,4.561203122138977051e-01,2.000000000000000000e+00
3.908688127994537354e-01,3.790915012359619141e-02,4.000000000000000000e+00
3.597305119037628174e-01,3.730277717113494873e-01,6.000000000000000000e+00
