# Trained_Coeffs, Unscaled, Sparsity_Mask
1.933344155550003052e-01,3.692415348643309642e-02,1.000000000000000000e+00
5.721810460090637207e-01,8.355844246452435300e+02,3.000000000000000000e+00
1.679723739624023438e+00,4.684854492545127869e+02,4.000000000000000000e+00
2.676747739315032959e-01,1.425827769202214235e+01,5.000000000000000000e+00
