# Trained_Coeffs, Scaled_Trained_Coeffs
7.511755824089050293e-01,1.409479141235351562e+00
8.886038064956665039e-01,7.413432598114013672e-01
8.686739206314086914e-01,5.703607797622680664e-01
4.225480079650878906e+00,7.221712470054626465e-01
1.395572144247125834e-05,2.199592245233361609e-06
3.071364402770996094e+00,2.950623035430908203e-01
3.640290722250938416e-02,3.934866283088922501e-03
