# Time, Target_Strain, Stress, Prediction_Strain
1.012211934386877399e+00,1.863848162032515077e-01,8.377753553798437114e-01,1.837520599365234375e-01
2.344477721544309112e+00,9.464073031353345544e-02,3.051183022201312545e-01,8.525657653808593750e-02
7.665539273854770741e+00,5.206539970294921105e-02,1.281445678852012882e-01,2.061700820922851562e-02
1.849569989197839703e+01,1.716380370834397207e-02,-1.873503031446525219e-02,2.530503273010253906e-02
6.545315789157831077e+00,3.276912440266921411e-02,3.959149591501014143e-02,1.655244827270507812e-02
1.137827996599319924e+01,8.389437779393993377e-03,-8.152881180873107481e-02,2.481055259704589844e-02
5.597126625325064886e+00,3.356880593070155072e-03,-1.131817381685863710e-01,1.157975196838378906e-02
9.145834592918584249e+00,3.440587512004156245e-02,3.010550973897861346e-02,2.336168289184570312e-02
6.229252734546909309e+00,2.317573269759404253e-02,-8.653755581692406870e-03,1.501417160034179688e-02
2.820572702540508292e+00,5.761840860534406250e-02,1.118689726391152162e-01,5.358028411865234375e-02
7.545515329065812793e+00,5.144994002926245313e-02,1.262737235343235065e-01,2.027988433837890625e-02
1.661132395879175760e+01,1.405831031946480625e-02,-4.728169308079462063e-02,2.529120445251464844e-02
1.151430710342068409e+01,9.331408136715124702e-03,-7.542339400782530068e-02,2.485036849975585938e-02
4.944996525305060509e+00,-1.094920373542906944e-02,-1.967784242006277717e-01,8.437395095825195312e-03
4.724952626525304566e+00,-1.289502600354813788e-02,-2.116256304502433516e-01,7.888317108154296875e-03
1.380676444888977805e+01,3.721360653125582729e-02,6.851075395628296316e-02,2.519845962524414062e-02
1.538707972194438867e+01,2.860192010822515396e-02,2.049805009032918887e-02,2.526855468750000000e-02
1.368674050410082010e+01,3.656217931803573684e-02,6.577618204973108285e-02,2.518987655639648438e-02
1.241048589117823475e+01,2.066614500960828327e-02,-1.250991756675874644e-02,2.504539489746093750e-02
1.783556819563912654e+01,1.211978567110683080e-02,-4.759848474268787294e-02,2.530193328857421875e-02
7.765559227845568735e+00,5.229313451386424783e-02,1.282706442911717981e-01,2.088189125061035156e-02
1.099820414082816633e+01,7.359911118548501108e-03,-9.092362072328276368e-02,2.467942237854003906e-02
1.588326869373874795e+00,1.529293974295296565e-01,6.294965874170329601e-01,1.428112983703613281e-01
1.367073731146229321e+01,3.646054981561830388e-02,6.533514275856507070e-02,2.518844604492187500e-02
3.872782618523705089e+00,-1.028346562611581749e-03,-1.724227667361951100e-01,1.312279701232910156e-02
1.537907812562512433e+01,2.870326487993629661e-02,2.100178710509103749e-02,2.526855468750000000e-02
4.784964598919783541e+00,-1.254325185578158974e-02,-2.084378107631400523e-01,7.994174957275390625e-03
4.232854452890578045e+00,-1.008524423375023460e-02,-2.096008218722094085e-01,8.945226669311523438e-03
1.039408361872374442e+01,1.105208738251312051e-02,-7.932329905531240732e-02,2.439737319946289062e-02
1.427085703540708117e+01,3.783052399992647974e-02,6.944760074301416231e-02,2.522635459899902344e-02
5.661139395879175140e+00,5.236676650035243519e-03,-1.029296446748956539e-01,1.193523406982421875e-02
2.520512840568113866e+00,8.060988548392986064e-02,2.308711341651309423e-01,7.290005683898925781e-02
3.568721958391678495e+00,1.132998611543134526e-02,-1.160806948644297343e-01,2.003955841064453125e-02
1.408682032006401208e+01,3.795038684501539361e-02,7.089838969129609592e-02,2.521610260009765625e-02
1.848378749749949979e+00,1.339204715085399178e-01,5.203050188352781324e-01,1.225814819335937500e-01
1.155831588317663439e+01,9.694412635065430273e-03,-7.317637270925970994e-02,2.486300468444824219e-02
7.893584768953790132e+00,5.221298268715240942e-02,1.265858196988751960e-01,2.120065689086914062e-02
1.639128006001200077e+01,1.610317568718899750e-02,-3.851856629212838112e-02,2.528834342956542969e-02
1.120224484696939449e+01,7.605178701850678902e-03,-8.736816243958793471e-02,2.475357055664062500e-02
8.981801868373674225e+00,3.789467582680711155e-02,4.772207243259451309e-02,2.315902709960937500e-02
2.920592656531306286e+00,5.037108168163695332e-02,7.505511180840925001e-02,4.776811599731445312e-02
8.925790694138827419e+00,3.904792984865990135e-02,5.361278929262480036e-02,2.308559417724609375e-02
1.228646114822964641e+01,1.877147722226030213e-02,-2.248561534766356160e-02,2.502393722534179688e-02
9.809967087417483356e+00,2.028404200834710291e-02,-3.830129183539826565e-02,2.400708198547363281e-02
1.108222090218043654e+01,7.371675682881106972e-03,-8.989610826372682051e-02,2.471113204956054688e-02
4.120922104420884358e-01,2.024750108041231123e-01,9.719360225036769441e-01,2.080512046813964844e-01
3.796767453490698330e+00,1.663321286354824124e-03,-1.604780556579364914e-01,1.452445983886718750e-02
7.425491384276854845e+00,5.045930360827571848e-02,1.224961470237942857e-01,1.992130279541015625e-02
3.152638949789958289e+00,3.465718835396366937e-02,-3.503754071240289692e-03,3.576850891113281250e-02
8.081622282456491391e+00,5.136710174331693413e-02,1.205452976641031571e-01,2.163052558898925781e-02
2.304469739947989648e+00,9.785310876793440471e-02,3.222952680253651225e-01,8.814573287963867188e-02
1.539908211642328517e+01,2.844945915875740639e-02,1.974097718722509984e-02,2.526879310607910156e-02
1.299060162432486543e+01,2.935720097890415214e-02,3.168599054128146825e-02,2.512502670288085938e-02
1.382676843968793712e+01,3.730288819844729264e-02,6.886727958970798036e-02,2.519989013671875000e-02
7.325471430286056851e+00,4.934905524090738016e-02,1.178844614526841500e-01,1.960515975952148438e-02
3.076623784756951530e+00,3.961870033508371747e-02,2.110208394645243443e-02,3.945684432983398438e-02
1.218244039607921536e+01,1.722266162621599594e-02,-3.074650380679270351e-02,2.500534057617187500e-02
8.109627869573914793e+00,5.117019062088318249e-02,1.193026485603609493e-01,2.169060707092285156e-02
1.760752270054010893e+01,1.121880760153975976e-02,-5.375216279927362562e-02,2.530050277709960938e-02
