# Time, Target, Prediction
1.867526739146369508e+01,-1.617743288290085166e-02,-1.031474769115447998e-02
2.226787351322053965e+01,2.353071042674197144e-02,-1.033549010753631592e-02
1.004463344298661198e+01,-2.047922169260693592e-02,-1.152805984020233154e-02
2.152945155525010890e+01,1.911885110544121746e-02,-1.032669842243194580e-02
7.703678725165461039e+00,-8.166972762273849717e-03,-1.304920017719268799e-02
4.865205666867780110e+00,-5.732179323801318838e-02,-1.639693975448608398e-02
1.003415937266079005e+01,-2.114697729146913785e-02,-1.153276860713958740e-02
2.092195547635245134e+01,3.822481592745974668e-03,-1.032064855098724365e-02
5.917849734612861567e+00,5.950326524094516623e-02,-1.498986780643463135e-02
9.023411586218996305e+00,-6.435363938957831820e-02,-1.206789910793304443e-02
1.248509182890306768e+01,2.133725827030419006e-02,-1.076829433441162109e-02
2.199554768474917310e+01,2.407462592017643038e-02,-1.033207774162292480e-02
4.608590948597536818e-01,5.731017116421791568e-01,-6.372219324111938477e-02
9.311448520179093080e+00,-5.827001585610067785e-02,-1.189844310283660889e-02
7.478486213160294938e+00,1.029812323043550679e-02,-1.325397193431854248e-02
1.660140147166338842e+00,1.717694709715262835e-01,-2.577283978462219238e-02
1.456943182374158852e+01,-3.454469968326856488e-02,-1.047576963901519775e-02
1.390956539321481955e+01,-3.593899846069159576e-02,-1.054482161998748779e-02
5.058975967895481318e+00,-2.915962248375046986e-02,-1.613251864910125732e-02
1.088779610421525845e+01,2.895103573454150744e-02,-1.119476556777954102e-02
1.832962312254786119e-01,6.355926482196181393e-01,-7.868866622447967529e-02
3.514050594836780395e+00,-1.993736368459338160e-01,-1.815800368785858154e-02
1.252175107504344531e+01,1.965524588513479012e-02,-1.076097786426544189e-02
8.562552491882840400e+00,-5.966665948550675669e-02,-1.237045228481292725e-02
1.976457070534915417e+01,-2.561617225447656090e-02,-1.031355559825897217e-02
8.248330382108189696e+00,-4.624304222932829056e-02,-1.260064542293548584e-02
1.164716620283733128e+01,4.465527834810853469e-02,-1.096342504024505615e-02
2.948450797242408328e+00,-1.662723245939527750e-01,-1.895435154438018799e-02
4.912338983333977893e+00,-5.035312723730253626e-02,-1.633264124393463135e-02
7.436589931857008118e+00,1.374133540229541262e-02,-1.329337060451507568e-02
1.319732861105894450e+01,-1.306819240607417359e-02,-1.064202189445495605e-02
5.608864660001120050e+00,3.674626571583998469e-02,-1.539136469364166260e-02
1.471606880830309017e+01,-3.127084285019034182e-02,-1.046274602413177490e-02
1.859147482885712321e+01,-1.378241856234500504e-02,-1.031526923179626465e-02
3.864931950751806955e+00,-1.846325376977078214e-01,-1.771743595600128174e-02
1.176761801158428078e+01,4.365392570685733276e-02,-1.093181967735290527e-02
2.875132304961656615e+00,-1.563219115944586568e-01,-1.908273994922637939e-02
2.248259195489988471e+01,2.136060492706572458e-02,-1.033826172351837158e-02
1.384148393609697969e+01,-3.475655994663369441e-02,-1.055301725864410400e-02
5.367961042507221947e+00,1.125015372505716940e-02,-1.571308076381683350e-02
1.925134125938388863e+01,-2.674044473503877153e-02,-1.031295955181121826e-02
6.294916266342442057e+00,7.055722676765047163e-02,-1.452216506004333496e-02
2.518490209896188503e+01,-1.804102606130111169e-02,-1.037739217281341553e-02
2.222074019675434187e+01,2.380675754332297819e-02,-1.033487915992736816e-02
4.184391095689369067e+00,-1.533093756711036981e-01,-1.730860769748687744e-02
2.380756185111632917e+01,-1.021088970513822115e-02,-1.035687327384948730e-02
1.993739286572520797e+01,-2.304017632254639139e-02,-1.031418144702911377e-02
2.374471742916139760e+01,-8.699396343767361664e-03,-1.035593450069427490e-02
2.535248722417502876e+01,-1.534660179622742565e-02,-1.037991046905517578e-02
9.740885408250171684e-01,4.178069011346245976e-01,-4.152530431747436523e-02
6.336812552358117578e-01,5.258121258600767511e-01,-5.530644208192825317e-02
1.718271237003410334e+01,2.883713624991348159e-02,-1.033619046211242676e-02
2.339383607324636927e+01,5.488727760544043861e-04,-1.035086810588836670e-02
2.516919099347314770e+01,-1.825957958377511653e-02,-1.037716865539550781e-02
4.315316974762140489e+00,-1.369020360211755383e-01,-1.713714003562927246e-02
1.484175765221295151e+01,-2.776093600629055483e-02,-1.045225560665130615e-02
1.954461522850689548e+01,-2.735024739837119134e-02,-1.031307876110076904e-02
1.246414368825142560e+01,2.228357363686259487e-02,-1.077251136302947998e-02
1.392527649870355333e+01,-3.617708471607884724e-02,-1.054295897483825684e-02
1.349583961534486320e+01,-2.521848024479156694e-02,-1.059810817241668701e-02
2.133044421905949761e+01,1.497198009580113370e-02,-1.032458245754241943e-02
8.290226663411477404e+00,-4.847041832447387261e-02,-1.256878674030303955e-02
9.175285605943409806e+00,-6.195018275869158125e-02,-1.197676360607147217e-02
