# Trained_Coeffs, Sparsity_Mask
3.863479793071746826e-01,0.000000000000000000e+00
4.020576477050781250e-01,1.000000000000000000e+00
5.015739202499389648e-01,2.000000000000000000e+00
8.168687224388122559e-01,3.000000000000000000e+00
1.619586348533630371e-01,4.000000000000000000e+00
