# Trained_Coeffs, Sparsity_Mask
7.665539532899856567e-02,0.000000000000000000e+00
6.652542948722839355e-01,1.000000000000000000e+00
1.112198755145072937e-01,2.000000000000000000e+00
4.759771823883056641e-01,3.000000000000000000e+00
1.730472087860107422e+00,4.000000000000000000e+00
8.803188204765319824e-01,5.000000000000000000e+00
1.890384107828140259e-01,6.000000000000000000e+00
