# Trained_Coeffs, Sparsity_Mask
6.436902284622192383e-02,0.000000000000000000e+00
2.728010118007659912e-01,1.000000000000000000e+00
6.662710011005401611e-02,2.000000000000000000e+00
1.008456349372863770e+00,3.000000000000000000e+00
1.420478075742721558e-01,4.000000000000000000e+00
