# Trained_Coeffs, Sparsity_Mask
8.543454855680465698e-02,0.000000000000000000e+00
1.389392971992492676e+00,1.000000000000000000e+00
1.542454063892364502e-01,2.000000000000000000e+00
1.180415868759155273e+00,3.000000000000000000e+00
8.572782278060913086e-01,4.000000000000000000e+00
