# Trained_Coeffs, Sparsity_Mask
1.349016875028610229e-01,0.000000000000000000e+00
4.575061798095703125e-01,1.000000000000000000e+00
5.290930867195129395e-01,2.000000000000000000e+00
1.580953001976013184e+00,3.000000000000000000e+00
4.992921650409698486e-01,4.000000000000000000e+00
