# Time, Strain, Stress
-2.500000000000000000e+00,1.136889422832601980e-25,5.684447114163009900e-29
-2.498499699939987995e+00,1.777728194413047165e-12,3.876315056729067090e-17
-2.496999399879975989e+00,3.611209161773156476e-12,1.389036073904208011e-16
-2.495499099819963984e+00,5.501593293844625211e-12,3.025809243456894879e-16
-2.493998799759951979e+00,7.450048305515103520e-12,5.297951014330971256e-16
-2.492498499699939973e+00,9.457759390927251546e-12,8.205461386526436156e-16
-2.490998199639927968e+00,1.152592937866441777e-11,1.174834036004329057e-15
-2.489497899579915963e+00,1.365577888591243640e-11,1.589860388303881302e-15
-2.487997599519903957e+00,1.584854647150651652e-11,2.050899174964037022e-15
-2.486497299459891952e+00,1.810548878778355002e-11,2.555810706446581852e-15
-2.484996999399879947e+00,2.042788073114369458e-11,3.104594982751515398e-15
-2.483496699339867941e+00,2.281701559123456206e-11,3.697252003878838844e-15
-2.481996399279855936e+00,2.527420519865658887e-11,4.333781769828550218e-15
-2.480496099219843931e+00,2.780078007110095398e-11,5.012937341093561831e-15
-2.478995799159831925e+00,3.039808955781302171e-11,5.726394980368122179e-15
-2.477495499099819920e+00,3.306750198228537884e-11,6.472616894115918472e-15
-2.475995199039807915e+00,3.581040478306781774e-11,7.251603082336949131e-15
-2.474494898979795909e+00,3.862820465259553362e-11,8.063353545031215736e-15
-2.472994598919783904e+00,4.152232767391972424e-11,8.907868282198716707e-15
-2.471494298859771899e+00,4.449421945522590486e-11,9.784866824732494664e-15
-2.469993998799759893e+00,4.754534526202996517e-11,1.069192032050195647e-14
-2.468493698739747888e+00,5.067719014692786550e-11,1.162846747008561652e-14
-2.466993398679735883e+00,5.389125907677987760e-11,1.259450827348347795e-14
-2.465493098619723877e+00,5.718907705720018760e-11,1.359004273069553920e-14
-2.463992798559711872e+00,6.057218925423049184e-11,1.461507084172180183e-14
-2.462492498499699867e+00,6.404216111306119767e-11,1.566958052323524875e-14
-2.460992198439687861e+00,6.760057847366820351e-11,1.675349711300468393e-14
-2.459491898379675856e+00,7.124904768322426252e-11,1.786680779985178972e-14
-2.457991598319663851e+00,7.498919570514951146e-11,1.900951258377656297e-14
-2.456491298259651845e+00,7.882267022465594289e-11,2.018161146477900369e-14
-2.454990998199639840e+00,8.275113975062873380e-11,2.138310444285911186e-14
-2.453490698139627835e+00,8.677629371370870851e-11,2.261413219572246023e-14
-2.451990398079615829e+00,9.089984256040843182e-11,2.387533700603499902e-14
-2.450490098019603824e+00,9.512351784311364723e-11,2.516679812521234221e-14
-2.448989797959591819e+00,9.944907230579436199e-11,2.648851555325449611e-14
-2.447489497899579813e+00,1.038782799652770613e-10,2.784048929016145758e-14
-2.445989197839567808e+00,1.084129361878947535e-10,2.922271933593322660e-14
-2.444488897779555803e+00,1.130548577613523442e-10,3.063552915000249400e-14
-2.442988597719543797e+00,1.178058829616154460e-10,3.208003344979439064e-14
-2.441488297659531792e+00,1.226678716146594763e-10,3.355632618747320102e-14
-2.439987997599519787e+00,1.276427051528794584e-10,3.506440736303893777e-14
-2.438487697539507781e+00,1.327322866659827872e-10,3.660427697649158828e-14
-2.436987397479495776e+00,1.379385409461545441e-10,3.817593502783115884e-14
-2.435487097419483771e+00,1.432634145273184103e-10,3.978044165900964636e-14
-2.433986797359471765e+00,1.487088757182780451e-10,4.141890640700111196e-14
-2.432486497299459760e+00,1.542769146295331447e-10,4.309132941481494323e-14
-2.430986197239447755e+00,1.599695431935621946e-10,4.479771068245114017e-14
-2.429485897179435749e+00,1.657887951783573938e-10,4.653805020990970276e-14
-2.427985597119423744e+00,1.717367261939909691e-10,4.831248516536403834e-14
-2.426485297059411739e+00,1.778154136919838816e-10,5.012286044733046279e-14
-2.424984996999399733e+00,1.840269569572521892e-10,5.196975579854763587e-14
-2.423484696939387728e+00,1.903734770923966898e-10,5.385317121901555126e-14
-2.421984396879375723e+00,1.968571169940966598e-10,5.577310670873421528e-14
-2.420484096819363717e+00,2.034800413213594313e-10,5.772956226770362161e-14
-2.418983796759351712e+00,2.102444364553791518e-10,5.972312296522048220e-14
-2.417483496699339707e+00,2.171525104507576080e-10,6.175569490799496858e-14
-2.415983196639327701e+00,2.242064929778112471e-10,6.382742529082265486e-14
-2.414482896579315696e+00,2.314086352557204558e-10,6.593831411370355367e-14
-2.412982596519303691e+00,2.387612099762284046e-10,6.808836137663765239e-14
-2.411482296459291685e+00,2.462665112176378644e-10,7.027813408405855645e-14
-2.409981996399279680e+00,2.539268543488004305e-10,7.250960655556794585e-14
-2.408481696339267675e+00,2.617445759228366350e-10,7.478294781233386280e-14
-2.406981396279255669e+00,2.697220335602688200e-10,7.709815785435630731e-14
-2.405481096219243664e+00,2.778616058212946795e-10,7.945523668163527938e-14
-2.403980796159231659e+00,2.861656920668726154e-10,8.185474106216839675e-14
-2.402480496099219653e+00,2.946367123083338401e-10,8.429874444772803169e-14
-2.400980196039207648e+00,3.032771070451793407e-10,8.678744268083875628e-14
-2.399479895979195643e+00,3.120893370907670749e-10,8.932083576150058314e-14
-2.397979595919183637e+00,3.210758833855346399e-10,9.189892368971348702e-14
-2.396479295859171632e+00,3.302392467974490330e-10,9.452220052951017792e-14
-2.394978995799159627e+00,3.395819479093193353e-10,9.719263573502628478e-14
-2.393478695739148066e+00,3.491065267926356063e-10,9.991043367073167758e-14
-2.391978395679135616e+00,3.588155427676056496e-10,1.026755943366287923e-13
-2.390478095619124055e+00,3.687115741489446256e-10,1.054883321708355134e-13
-2.388977795559111605e+00,3.787972179771964495e-10,1.083505265913048849e-13
-2.387477495499100044e+00,3.890750897350335366e-10,1.112626160563792639e-13
-2.385977195439088039e+00,3.995478230483399402e-10,1.142246005660612126e-13
-2.384476895379076034e+00,4.102180693715137964e-10,1.172365392178246520e-13
-2.382976595319064028e+00,4.210884976567374575e-10,1.203001495317260205e-13
-2.381476295259052023e+00,4.321617940067318789e-10,1.234162241818001688e-13
-2.379975995199040018e+00,4.434406613106134635e-10,1.265847631680471474e-13
-2.378475695139028012e+00,4.549278188624258675e-10,1.298057668400853386e-13
-2.376975395079016007e+00,4.666260019619398959e-10,1.330804253462867814e-13
-2.375475095019004002e+00,4.785379614972764161e-10,1.364098496525114773e-13
-2.373974794958991996e+00,4.906664635089167754e-10,1.397940397587594010e-13
-2.372474494898979991e+00,5.030142887346477401e-10,1.432335829737881630e-13
-2.370974194838967986e+00,5.155842321350029120e-10,1.467298796741947595e-13
-2.369473894778955980e+00,5.283791023987239066e-10,1.502829901621741473e-13
-2.367973594718943975e+00,5.414017214277780734e-10,1.538931676393328938e-13
-2.366473294658931970e+00,5.546549238014371723e-10,1.575619482889791263e-13
-2.364972994598919964e+00,5.681415562189684686e-10,1.612895909916022453e-13
-2.363472694538907959e+00,5.818644769203932369e-10,1.650761380172450956e-13
-2.361972394478895954e+00,5.958265550848614485e-10,1.689226130974694613e-13
-2.360472094418883948e+00,6.100306702060745736e-10,1.728487184242065885e-13
-2.358971794358871943e+00,6.244797114442948301e-10,1.768466427558186495e-13
-2.357471494298859938e+00,6.391765769543573029e-10,1.809083787611856051e-13
-2.355971194238847932e+00,6.541241731891980332e-10,1.850339264403074552e-13
-2.354470894178835927e+00,6.693254141782947545e-10,1.892232857931842250e-13
-2.352970594118823922e+00,6.847832207805243790e-10,1.934764568198158894e-13
-2.351470294058811916e+00,7.005005199108193326e-10,1.977934395202024483e-13
-2.349969993998799911e+00,7.164802437400956147e-10,2.021742338943439017e-13
-2.348469693938787906e+00,7.327253288678157604e-10,2.066188399422402749e-13
-2.346969393878775900e+00,7.492387154666548251e-10,2.111272576638915426e-13
-2.345469093818763895e+00,7.660233463986104410e-10,2.156994870592977049e-13
-2.343968793758751890e+00,7.830821663019944604e-10,2.203355281284587617e-13
-2.342468493698739884e+00,8.004181206486369997e-10,2.250353808713747382e-13
-2.340968193638727879e+00,8.180341547707104124e-10,2.297990452880456093e-13
-2.339467893578715874e+00,8.359332128565119671e-10,2.346265213784714001e-13
-2.337967593518703868e+00,8.541182369145708831e-10,2.395315751316166742e-13
-2.336467293458691863e+00,8.725921657053818968e-10,2.445458539436497392e-13
-2.334966993398679858e+00,8.913579336401405237e-10,2.496309296747070228e-13
-2.333466693338667852e+00,9.104184696457663689e-10,2.547868023247884240e-13
-2.331966393278655847e+00,9.297766959955465362e-10,2.600134718938939933e-13
-2.330466093218643842e+00,9.494355271046578794e-10,2.653109383820237306e-13
-2.328965793158631836e+00,9.693978682899002492e-10,2.706792017891776360e-13
-2.327465493098619831e+00,9.896666144928889351e-10,2.761182621153556590e-13
-2.325965193038607826e+00,1.010244648965992855e-09,2.816281193605578500e-13
-2.324464892978595820e+00,1.031134841920231950e-09,2.872087735247842596e-13
-2.322964592918583815e+00,1.052340049134431717e-09,2.928602246080347867e-13
-2.321464292858571810e+00,1.073863110524825471e-09,2.985824726103094315e-13
-2.319963992798559804e+00,1.095706848674370444e-09,3.043755175316082947e-13
-2.318463692738547799e+00,1.117874067320906672e-09,3.102393593719312756e-13
-2.316963392678535794e+00,1.140367549803463031e-09,3.161739981312784245e-13
-2.315463092618523788e+00,1.163190057465815820e-09,3.221794338096497415e-13
-2.313962792558511783e+00,1.186344328016535368e-09,3.199912159611945723e-13
-2.312462492498499778e+00,1.209833073844606835e-09,3.272967739771906527e-13
-2.310962192438487772e+00,1.233658980289877033e-09,3.346023319931867835e-13
-2.309461892378475767e+00,1.257824703867390262e-09,3.419078900091829144e-13
-2.307961592318463762e+00,1.282332870444801507e-09,3.492134480251789947e-13
-2.306461292258451756e+00,1.307186073371901450e-09,3.565190060411750751e-13
-2.304960992198439751e+00,1.332386871561464398e-09,3.638245640571712059e-13
-2.303460692138427746e+00,1.357937787520435378e-09,3.711301220731672863e-13
-2.301960392078415740e+00,1.383841305330577327e-09,3.784356800891634171e-13
-2.300460092018403735e+00,1.410099868577598169e-09,3.857412381051594975e-13
-2.298959791958391730e+00,1.436715878227891711e-09,3.930467961211556283e-13
-2.297459491898379724e+00,1.463691690451865628e-09,4.003523541371517592e-13
-2.295959191838367719e+00,1.491029614392944981e-09,4.076579121531478395e-13
-2.294458891778355714e+00,1.518731909881193099e-09,4.149634701691439704e-13
-2.292958591718343708e+00,1.546800785090658950e-09,4.222690281851400508e-13
-2.291458291658331703e+00,1.575238394139361189e-09,4.198006782684178672e-13
-2.289957991598319698e+00,1.604046834630949567e-09,4.005168482177365715e-13
-2.288457691538307692e+00,1.633228145136935679e-09,3.812330181670556796e-13
-2.286957391478295687e+00,1.662784302618550912e-09,3.619491881163739799e-13
-2.285457091418283682e+00,1.692717219787086756e-09,3.426653580656930880e-13
-2.283956791358271676e+00,1.723028742401717839e-09,3.233815280150117922e-13
-2.282456491298259671e+00,1.753720646503632475e-09,3.040976979643304964e-13
-2.280956191238247666e+00,1.784794635585488845e-09,2.848138679136496045e-13
-2.279455891178235660e+00,1.816252337694994108e-09,2.655300378629679049e-13
-2.277955591118223655e+00,1.848095302471560879e-09,2.462462078122870130e-13
-2.276455291058211650e+00,1.880324998114799464e-09,2.269623777616057172e-13
-2.274954990998199644e+00,1.912942808283833204e-09,2.076785477109244214e-13
-2.273454690938187639e+00,1.945950028926152697e-09,1.883947176602431256e-13
-2.271954390878175634e+00,1.979347865034949308e-09,1.691108876095622337e-13
-2.270454090818163628e+00,2.013137427333585225e-09,1.498270575588809380e-13
-2.268953790758151623e+00,2.047319728886180786e-09,1.305432275081996422e-13
-2.267453490698139618e+00,2.081895681632952762e-09,1.112593974575187503e-13
-2.265953190638127612e+00,2.116866092849192710e-09,9.197556740683705060e-14
-2.264452890578115607e+00,2.152231661526514333e-09,7.269173735615615872e-14
-2.262952590518103602e+00,2.187992974675249850e-09,5.340790730547486293e-14
-2.261452290458091596e+00,2.224150503546633833e-09,3.412407725479356715e-14
-2.259951990398079591e+00,2.260704599773565592e-09,1.484024720411267526e-14
-2.258451690338067586e+00,2.297655491428535204e-09,-4.443582846568620522e-15
-2.256951390278055580e+00,2.335003278997561770e-09,-2.372741289724991631e-14
-2.255451090218043575e+00,2.372747931268696725e-09,-4.301124294793121209e-14
-2.253950790158031570e+00,2.410889281133858893e-09,-6.229507299861210398e-14
-2.252450490098019564e+00,2.449427021302508216e-09,-8.157890304929380366e-14
-2.250950190038007559e+00,2.488360699925975703e-09,-1.008627330999746955e-13
