# Trained_Coeffs, Unscaled, Sparsity_Mask
2.615503370761871338e-01,9.316613578574425345e-06,2.000000000000000000e+00
3.894888460636138916e-01,2.478471836534216709e+04,3.000000000000000000e+00
1.279456377029418945e+00,4.859211985101090931e+02,4.000000000000000000e+00
2.966555356979370117e-01,4.013244489911743998e-03,6.000000000000000000e+00
