# Trained_Coeffs, Sparsity_Mask
2.992882132530212402e-01,0.000000000000000000e+00
3.164630755782127380e-02,1.000000000000000000e+00
5.196884274482727051e-01,2.000000000000000000e+00
6.353545784950256348e-01,3.000000000000000000e+00
1.047447556629776955e-03,4.000000000000000000e+00
