# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
1.945930421352386475e-01,2.832374870777130127e-01,0.000000000000000000e+00
3.602229356765747070e-01,3.183315396308898926e-01,1.000000000000000000e+00
5.815920829772949219e-01,5.583257675170898438e-01,3.000000000000000000e+00
1.500109791755676270e+00,1.640203952789306641e+00,4.000000000000000000e+00
3.595354259014129639e-01,7.570741772651672363e-01,5.000000000000000000e+00
