# Time, Target_Strain, Stress, Prediction_Strain
1.276655692738547643e+01,3.861901826805003157e-02,1.557600280537551479e-02,3.890331089496612549e-02
1.595119226245249067e+01,3.337449221189681126e-02,-1.509842166059837017e-02,3.324063122272491455e-02
8.489703694738947704e+00,6.712935731517521987e-02,9.477871140885966994e-02,6.809098273515701294e-02
1.224254236847369670e+00,1.973661910153577670e-01,7.682659172011764293e-01,1.977131068706512451e-01
6.177242358471693784e+00,4.057417958226150478e-02,-1.711846021828534320e-02,4.138902574777603149e-02
7.437493778755750462e+00,6.972213484118805482e-02,1.229601592654454706e-01,7.048781961202621460e-02
1.991998403680736018e+01,3.684379050170794034e-02,4.404651985526740476e-02,3.854800760746002197e-02
2.148438611722344405e+00,1.412267014159195866e-01,3.899354645607823744e-01,1.414308547973632812e-01
5.013010094018803819e+00,1.317309310998582284e-02,-1.905347755775806950e-01,1.333329826593399048e-02
5.185044414882976405e+00,1.534890756949552904e-02,-1.717174367526493606e-01,1.556079089641571045e-02
1.973194652330466070e+01,3.575917455291888203e-02,3.913754017172981631e-02,3.683065623044967651e-02
7.029412366473294149e+00,6.335713946309357025e-02,9.657610919330579524e-02,6.418866664171218872e-02
3.184645335067013416e+00,6.508050243354002173e-02,-1.351465493047340413e-02,6.515004485845565796e-02
1.745549237047409363e+01,2.035610912256169414e-02,-5.639619607864360118e-02,2.021826803684234619e-02
1.381476604520904239e+01,4.972261737255811997e-02,6.865678638972969039e-02,5.002788454294204712e-02
8.521710080016003275e+00,6.666019603792938675e-02,9.214467967454625930e-02,6.762083619832992554e-02
5.361169533906781082e-01,2.113252586170673852e-01,9.527801684422376738e-01,2.115474045276641846e-01
8.953796281256250822e+00,5.877431677056099701e-02,5.067809084392892183e-02,5.959898978471755981e-02
3.800768251650330054e+00,3.161157066976721941e-02,-1.611425196220645506e-01,3.160529583692550659e-02
1.979996009201840224e+01,3.618334853140314777e-02,4.109354431512149408e-02,3.745702654123306274e-02
1.603520902380476088e+01,3.220488960035405857e-02,-2.004564895632486229e-02,3.206273168325424194e-02
1.410682431086217292e+01,5.055825702416383294e-02,7.085504686843040190e-02,5.077714473009109497e-02
1.209442283656731298e+01,2.924139029490468999e-02,-3.758939208986048636e-02,2.946544438600540161e-02
5.553117845569113697e+00,2.281436373450151933e-02,-1.200982804072098092e-01,2.321378886699676514e-02
1.758751870974194986e+01,2.034559918921541311e-02,-5.416974361187711084e-02,2.030772715806961060e-02
1.197439889177835504e+01,2.781704064674472843e-02,-4.659927649941542072e-02,2.805683016777038574e-02
5.077022864572914074e+00,1.386986214125274230e-02,-1.840161859140480305e-01,1.404704898595809937e-02
1.595919385877175500e+01,3.326231228125420269e-02,-1.557698393535439201e-02,3.312787413597106934e-02
1.864381942388477764e+00,1.615085912256876144e-01,5.134207649720012867e-01,1.618344783782958984e-01
1.234247232246449322e+01,3.252688370292478037e-02,-1.798928793036389667e-02,3.274043649435043335e-02
1.710342213242648413e+01,2.137955315658801592e-02,-5.757138660764818394e-02,2.105102688074111938e-02
1.749149955391078137e+01,2.033332212777361203e-02,-5.588177672199796941e-02,2.022195607423782349e-02
1.760352190238047498e+01,2.035785866728312410e-02,-5.383732881179188745e-02,2.033248543739318848e-02
1.396679637527505413e+01,5.030719802796557172e-02,7.056177949153354112e-02,5.056283622980117798e-02
1.935587149629925818e+01,3.287310845924928948e-02,2.505484596043670159e-02,3.328491002321243286e-02
1.742348598519703984e+01,2.038903322390051009e-02,-5.679376699832303088e-02,2.022837847471237183e-02
1.685937344468893784e+01,2.292802268378546504e-02,-5.417396292889559845e-02,2.257011830806732178e-02
6.453297431486297420e+00,4.881797666953546777e-02,2.623354305443810833e-02,4.972139745950698853e-02
3.400778435687137335e-01,2.095205253239427468e-01,9.808356669684861195e-01,2.096368372440338135e-01
1.443889055811162159e+01,5.004243009544917520e-02,6.612874464367771155e-02,5.022087693214416504e-02
1.228646114822964641e+01,3.175337019010737727e-02,-2.248561534766356160e-02,3.196604549884796143e-02
1.324265190838167605e+01,4.489599258537602111e-02,4.726372957491052629e-02,4.529260843992233276e-02
1.335467425685136966e+01,4.612945338495944014e-02,5.310187758975950384e-02,4.653170704841613770e-02
1.215843560712142413e+01,3.005068590524251348e-02,-3.262875623267833675e-02,3.026873618364334106e-02
4.636935067013402190e+00,1.213242748949022731e-02,-2.150460787950014274e-01,1.222267001867294312e-02
7.613528897779556104e+00,7.120509559880516814e-02,1.275663718842318106e-01,7.198039442300796509e-02
1.584317071214242922e+01,3.490024148052517372e-02,-8.508136867710390863e-03,3.477123379707336426e-02
1.825165120424084719e+01,2.305226196651311010e-02,-3.084169851127180340e-02,2.340225875377655029e-02
4.216851260252050260e+00,1.797317469740572493e-02,-2.086184914416532310e-01,1.799602061510086060e-02
4.801957791558312399e-02,2.018313186339991405e-01,9.996157309960518322e-01,2.017152011394500732e-01
1.869974059811962519e+01,2.676130356804429233e-02,-7.981689707470433076e-03,2.709297090768814087e-02
1.952399501900380141e+00,1.554167597688939917e-01,4.753477918081238096e-01,1.557065844535827637e-01
1.714743091218243620e+01,2.117221217053055771e-02,-5.781558654283470988e-02,2.085869759321212769e-02
8.853776327265453716e+00,6.081871887391609999e-02,6.104457963931766290e-02,6.169468164443969727e-02
6.937394008801760492e+00,6.140866736716793506e-02,8.771759458527483844e-02,6.226354092359542847e-02
1.835567195639127647e+01,2.381765300267113528e-02,-2.582576551911527213e-02,2.418248355388641357e-02
1.155431508501700399e+01,2.410861248446649618e-02,-7.338585661816690586e-02,2.441144734621047974e-02
1.292658885377075428e+01,4.086846297185053878e-02,2.726770986868766455e-02,4.119770228862762451e-02
1.661132395879175760e+01,2.514731420127591655e-02,-4.728169308079462063e-02,2.483952045440673828e-02
1.429486182436487240e+01,5.045652082267093608e-02,6.908719506429654433e-02,5.064649879932403564e-02
6.885383632726544967e+00,6.023374591704261372e-02,8.226926692266849084e-02,6.110130995512008667e-02
1.579916193238647715e+01,3.552565366120896684e-02,-5.764375215331333027e-03,3.539746999740600586e-02
1.894378928585717148e+01,2.906274700657673904e-02,4.967008478354794331e-03,2.935013920068740845e-02
6.521401000200039988e-01,2.111344983671969433e-01,9.306109492197821575e-01,2.113879024982452393e-01
1.766753467293458613e+01,2.043559696213348431e-02,-5.237709075265756242e-02,2.046027034521102905e-02
1.943188666133226761e+01,3.351912382677302293e-02,2.830255408896500957e-02,3.401013463735580444e-02
1.615123217043408843e+01,3.062875709484635944e-02,-2.655492314763140821e-02,3.046677261590957642e-02
4.536915113022604196e+00,1.281780660002268535e-02,-2.170293910409625826e-01,1.289205253124237061e-02
1.775555223244649028e+01,2.061600623698367496e-02,-5.003907732041709688e-02,2.070825546979904175e-02
3.100628573714743208e+00,7.065291434936957216e-02,1.320784582665557837e-02,7.073051482439041138e-02
1.440288337467493562e+01,5.017279651134565199e-02,6.699385029632341781e-02,5.035387724637985229e-02
3.256659701940388008e+00,6.046845423397440022e-02,-3.525492502304203996e-02,6.052910536527633667e-02
4.412890370074014079e+00,1.427134588531647763e-02,-2.165212501769418763e-01,1.432534307241439819e-02
1.035807643528705668e+01,2.934702428467994562e-02,-7.758076721124264330e-02,2.948446571826934814e-02
1.302260800960192100e+01,4.216278339844403700e-02,3.383143228143846437e-02,4.251789301633834839e-02
1.875975257051410239e+01,2.731867411799959733e-02,-4.780590471004289750e-03,2.763772755861282349e-02
1.570714357471494260e+01,3.683401379610695692e-02,5.218600939966888718e-05,3.670687228441238403e-02
1.468694004400880182e+01,4.867866307609902687e-02,5.805450923056288542e-02,4.882573336362838745e-02
3.932794590918183619e+00,2.644016871389404111e-02,-1.808380073313509140e-01,2.643444389104843140e-02
7.925591154230845703e+00,7.187423376003121422e-02,1.258501876209625614e-01,7.272007316350936890e-02
8.241654208841767471e+00,7.008618668625660186e-02,1.123307761523617970e-01,7.101992517709732056e-02
1.811562406681336412e+01,2.216876702214898298e-02,-3.697329927782503495e-02,2.247725427150726318e-02
7.329472228445689019e+00,6.842366416697326370e-02,1.180944142810773090e-01,6.919630616903305054e-02
1.717943729745949355e+01,2.103556343591528321e-02,-5.792224605076792820e-02,2.073476463556289673e-02
7.989603924784956845e+00,7.170595454157585591e-02,1.240133296171742061e-01,7.257082313299179077e-02
1.217843959791958319e+01,3.030980832277219150e-02,-3.106095637890131725e-02,3.052637726068496704e-02
1.837167514902980514e+01,2.394156735471364428e-02,-2.503301371483137791e-02,2.430742233991622925e-02
6.833373256651330330e+00,5.900882912927851720e-02,7.651381412868127341e-02,5.988831073045730591e-02
8.017609511902380248e+00,7.160053673268534924e-02,1.230594729620517747e-01,7.247380167245864868e-02
2.412491290258051535e+00,1.212847586977483516e-01,2.761459605998476396e-01,1.214035227894783020e-01
1.120233484696939508e+00,2.013508894706930175e-01,8.035843912204712058e-01,2.016737759113311768e-01
1.666733513302660441e+01,2.459369929998855842e-02,-4.912789910624635464e-02,2.426946908235549927e-02
9.701945537107421913e+00,4.187837983055986424e-02,-2.820387173329372624e-02,4.217676818370819092e-02
1.771954504900980254e+01,2.053206684734221188e-02,-5.104063482978794114e-02,2.059698849916458130e-02
1.812371566313262683e+00,1.650078354924932600e-01,5.357413178150958188e-01,1.653524935245513916e-01
1.320264392678535614e+01,4.442746096074690065e-02,4.500629906422168314e-02,4.481917619705200195e-02
1.893978848769754109e+01,2.902458343532898777e-02,4.757717950507632521e-03,2.931241691112518311e-02
5.453097891578315703e+00,2.046344657037230119e-02,-1.353341490715822548e-01,2.080129086971282959e-02
8.441784116823364270e-01,2.088174039514336111e-01,8.853881307342109652e-01,2.090958654880523682e-01
1.880385135027005550e+00,1.604162786141095087e-01,5.065233229249516134e-01,1.607359349727630615e-01
1.673134790358071555e+01,2.399740093250446460e-02,-5.103441430827039549e-02,2.365752309560775757e-02
4.252858443688737111e+00,1.716254861104310470e-02,-2.107431573345563969e-01,1.719076931476593018e-02
1.495099272254450895e+01,4.641275129752520101e-02,4.593156067365587042e-02,4.647568613290786743e-02
1.639928165633126511e+01,2.748802305664121981e-02,-3.887691204263963446e-02,2.725327759981155396e-02
8.745754776955390497e+00,6.289490285752213916e-02,7.181006037225785843e-02,6.381339579820632935e-02
3.304669279855971364e+00,5.748419929669729145e-02,-4.912890320976433939e-02,5.753812193870544434e-02
5.821171322264452996e+00,2.997685875812994283e-02,-7.657425231540077037e-02,3.056470304727554321e-02
1.575515315263052685e+01,3.615167191178370043e-02,-2.994091632443729705e-03,3.602397441864013672e-02
8.333672566513302016e+00,6.913645308881438689e-02,1.064521787063103797e-01,7.008712738752365112e-02
8.169639841968393768e+00,7.069978558152756332e-02,1.163566898514946102e-01,7.161628454923629761e-02
5.133034038807760879e+00,1.459074183171332750e-02,-1.778335608425873904e-01,1.478488743305206299e-02
1.298260002800560109e+01,4.162968485084739267e-02,3.114281276633793644e-02,4.197430610656738281e-02
6.277262312462492666e+00,4.359870566892198873e-02,-9.435578426884011884e-04,4.445678740739822388e-02
9.161837785557111147e+00,5.423789519269517356e-02,2.836994045942293693e-02,5.492684990167617798e-02
3.752758673734747141e+00,3.368109084540132914e-02,-1.529069269933404918e-01,3.367690742015838623e-02
7.385483402680535825e+00,6.913322975617153254e-02,1.208109698934141107e-01,6.990105658769607544e-02
1.277455852370474076e+01,3.873349083450272623e-02,1.617960241015371087e-02,3.901994973421096802e-02
1.681136386677335537e+01,2.330922489914732942e-02,-5.310364522547733612e-02,2.295573055744171143e-02
6.881382834566912798e+00,6.014126291363786070e-02,8.183731753656099672e-02,6.100980192422866821e-02
1.906781402880575982e+01,3.024259509147242397e-02,1.135575288615879065e-02,3.052759915590286255e-02
5.609129019803960503e+00,2.421703715203166185e-02,-1.112757922598871657e-01,2.465368807315826416e-02
1.049810437087417547e+01,2.742309019475286380e-02,-8.370965912144499865e-02,2.758057415485382080e-02
1.822364561712342379e+01,2.285889933919493799e-02,-3.214698452952693963e-02,2.320242673158645630e-02
1.813962885577115358e+01,2.231416461937207885e-02,-3.593119043002006990e-02,2.263181656599044800e-02
5.225052396479295425e+00,1.598785491962462224e-02,-1.667813312464712650e-01,1.621479541063308716e-02
6.297266303260651732e+00,4.420028991583152544e-02,2.235975118509300752e-03,4.506551474332809448e-02
5.777162542508501808e+00,2.873177106199337194e-02,-8.389971393260231558e-02,2.928769588470458984e-02
9.885982252450489227e+00,3.790095446921543099e-02,-4.501595106848864380e-02,3.810658305883407593e-02
1.732746682936587135e+01,2.055981617287905294e-02,-5.764339628959142675e-02,2.033597975969314575e-02
3.201638527705541470e-02,2.012384439924138901e-01,9.998291672681290931e-01,2.011114954948425293e-01
1.760451190238047636e-01,2.059362512871283357e-01,9.948426842481665755e-01,2.059210240840911865e-01
1.867973660732146257e+01,2.657750802364755582e-02,-9.047465106387909961e-03,2.691322565078735352e-02
7.121520724144828618e-01,2.106749855275216743e-01,9.175909686870250548e-01,2.109382152557373047e-01
9.065818629725944433e+00,5.637131422161234529e-02,3.874995720441733182e-02,5.712699145078659058e-02
1.892387529505901389e+00,1.595924270368476450e-01,5.013421736512049254e-01,1.599073410034179688e-01
1.873974857971594332e+01,2.713197202798889318e-02,-5.847826856632101604e-03,2.745523303747177124e-02
2.828574298859772185e+00,8.987306561177252351e-02,1.088646400860509844e-01,8.996019512414932251e-02
1.449090093418683800e+01,4.982310550941904115e-02,6.473619503500750716e-02,4.999747127294540405e-02
9.849975069013803264e+00,3.865802919081845479e-02,-4.187831381172655437e-02,3.887900710105895996e-02
1.207041804760952175e+01,2.894630117391949753e-02,-3.942445594535539527e-02,2.917310595512390137e-02
4.048817737547508955e+00,2.253863145478474106e-02,-1.945747278257217439e-01,2.254075556993484497e-02
3.604729141828365790e+00,4.067528346282633933e-02,-1.239361847224965396e-01,4.068470746278762817e-02
8.245655007001399639e+00,7.004870320938100248e-02,1.120919523526076461e-01,7.098332792520523071e-02
3.084625381076215422e+00,7.173621217581840903e-02,1.845814584081858362e-02,7.181502133607864380e-02
4.652938259651929975e+00,1.206216167501550363e-02,-2.145382703641042221e-01,1.215497404336929321e-02
8.505706887377474601e+00,6.689710334898946176e-02,9.347118645362396949e-02,6.785837560892105103e-02
9.682031546309262104e-01,2.060437640811334237e-01,8.509253687773434827e-01,2.063379287719726562e-01
1.057812033406681351e+01,2.647079042451305764e-02,-8.641650197922197407e-02,2.664480358362197876e-02
1.725545246249249942e+01,2.075907914441366131e-02,-5.793695663799009604e-02,2.049427479505538940e-02
1.267453856971394188e+01,3.729331555927484221e-02,8.517639130289179211e-03,3.755406290292739868e-02
1.733546842568513568e+01,2.054144527932322273e-02,-5.759247230009089530e-02,2.032249420881271362e-02
1.565113240048009580e+01,3.762746175449838137e-02,3.629148319532214499e-03,3.750153630971908569e-02
6.445295835167033083e+00,4.858532637945300880e-02,2.504173977098868298e-02,4.948753863573074341e-02
1.593118827165433160e+01,3.365555005165199454e-02,-1.389574662458982306e-02,3.352304548025131226e-02
8.141634254850970365e+00,7.090657106533099219e-02,1.177788688502370562e-01,7.181567698717117310e-02
9.673939949989998510e+00,4.250400506183954485e-02,-2.549032914194799410e-02,4.281938076019287109e-02
5.809168927785556491e+00,2.963512252241207179e-02,-7.857638590115062494e-02,3.021425753831863403e-02
5.121121644328865408e-01,2.112486116178896867e-01,9.568597868121220262e-01,2.114616334438323975e-01
7.373481008201640208e+00,6.898772025634880567e-02,1.202639068431688996e-01,6.975636631250381470e-02
9.405886473294659211e+00,4.864246734291155505e-02,2.008355497017817390e-03,4.914677888154983521e-02
3.200738527705541125e-01,2.091846994125830805e-01,9.830127037876982277e-01,2.092864513397216797e-01
6.861378843768753732e+00,5.967445152800360253e-02,7.965046336898570778e-02,6.054767221212387085e-02
8.265658997799560481e+00,6.985602039809246655e-02,1.108745134931091170e-01,7.079478353261947632e-02
7.801566411282256475e+00,7.190723279655358846e-02,1.280033501016588637e-01,7.271897047758102417e-02
3.796767453490698330e+00,3.178022771323885109e-02,-1.604780556579364914e-01,3.177405148744583130e-02
5.089025259051809691e+00,1.401576854439645636e-02,-1.827279302507094638e-01,1.419638842344284058e-02
1.207441884576915392e+01,2.899514768621513916e-02,-3.911965505500782092e-02,2.922146022319793701e-02
1.628725930786157150e+01,2.886079934211827069e-02,-3.361123896804551342e-02,2.866307646036148071e-02
1.787157537907581428e+01,2.097899390843327438e-02,-4.640725715635394405e-02,2.115440368652343750e-02
1.275055373474694953e+01,3.838961139175578463e-02,1.436357474906721846e-02,3.866958618164062500e-02
1.239448269853970785e+01,3.325722049339019382e-02,-1.379991014491535606e-02,3.347346186637878418e-02
7.537513732746549344e+00,7.066215588882274190e-02,1.260814385801551640e-01,7.143009454011917114e-02
1.430686421884376891e+01,5.043303204746307777e-02,6.889252053725852809e-02,5.062185227870941162e-02
1.623524893178635864e+01,2.952496668820558945e-02,-3.099364447530868205e-02,2.934237569570541382e-02
1.944397905581116248e+00,1.559787398006673986e-01,4.788211880428047684e-01,1.562719941139221191e-01
5.589125029005800549e+00,2.370949465550248325e-02,-1.144478602170471149e-01,2.413263916969299316e-02
2.104429831966393216e+00,1.444742597539843965e-01,4.091200894087340112e-01,1.446971595287322998e-01
1.384677243048609796e+01,4.987223501946080884e-02,6.919525792399802699e-02,5.016674846410751343e-02
1.548309887777555538e+01,3.996895604956740566e-02,1.440113314401952373e-02,3.985596448183059692e-02
1.854370946989397950e+01,2.536224190098812503e-02,-1.623733662061957114e-02,2.572099119424819946e-02
3.080624582916583254e+00,7.200808334677019640e-02,1.977855634767460707e-02,7.208719104528427124e-02
1.078216104020804167e+01,2.455352277769839997e-02,-9.064172665467432055e-02,2.477786689996719360e-02
4.628933470694138741e+00,1.217159370794645978e-02,-2.152806075068328107e-01,1.226060092449188232e-02
6.901386825365072752e+00,6.060070690081609257e-02,8.397884232530936077e-02,6.146443635225296021e-02
1.117824005801160148e+01,2.300563339146155517e-02,-8.797117799815189210e-02,2.330882102251052856e-02
1.097019855371074115e+01,2.345892874018395968e-02,-9.112670554207741302e-02,2.372803539037704468e-02
1.818363763552710566e+01,2.259271590937406149e-02,-3.397458195759126692e-02,2.292513102293014526e-02
9.661937555511102005e+00,4.277344293697976640e-02,-2.431631092788048495e-02,4.309630393981933594e-02
9.153836189237846810e+00,5.441777966051464244e-02,2.923790252833121175e-02,5.511251091957092285e-02
1.146229672734546945e+01,2.362334465162141406e-02,-7.791177283799091691e-02,2.393351495265960693e-02
1.970394093618723730e+01,3.557463902959812074e-02,3.827494261881810023e-02,3.657110780477523804e-02
1.915983238647729436e+01,3.110624739277001449e-02,1.593552101422306133e-02,3.140736371278762817e-02
1.832766636927385306e+01,2.360461031362526274e-02,-2.720035543467308470e-02,2.396684139966964722e-02
1.123025043408681789e+01,2.301455976176225438e-02,-8.660445312872457058e-02,2.332260459661483765e-02
1.285057368873774664e+01,3.981168750038166504e-02,2.181946035474486775e-02,4.011934250593185425e-02
1.567513718943788703e+01,3.728788945458461068e-02,2.093773287855768463e-03,3.716132789850234985e-02
6.517310202040407674e+00,5.065839583989978356e-02,3.559625627360237660e-02,5.156842619180679321e-02
1.613122817963592581e+01,3.089659348459095067e-02,-2.546237798214410347e-02,3.073876351118087769e-02
1.831166317663532794e+01,2.348511393559604699e-02,-2.797820359311151833e-02,2.384541183710098267e-02
1.972403492698539873e+00,1.540051275725000390e-01,4.666560104236961992e-01,1.542862653732299805e-01
1.142628954390878171e+01,2.346992377432410848e-02,-7.952427113041286855e-02,2.378182113170623779e-02
2.252459363872774567e+00,1.334446328804114734e-01,3.447458144245350020e-01,1.336086988449096680e-01
1.504301108021604350e+01,4.545279201750052067e-02,4.101715437534855097e-02,4.547736793756484985e-02
7.217449879975994520e+00,6.677549945414057442e-02,1.114191527083092381e-01,6.756462901830673218e-02
1.655531278455691080e+01,2.572929860884065612e-02,-4.527419709195348863e-02,2.543973177671432495e-02
3.288666087217443579e+00,5.847064320606687460e-02,-4.456025287410735752e-02,5.852689594030380249e-02
1.430286342068413674e+01,5.044108635972976984e-02,6.895847976113708699e-02,5.063027143478393555e-02
7.137433916783356480e+00,6.541743952772083315e-02,1.056510835233239604e-01,6.622298806905746460e-02
1.101420733346669323e+01,2.329698256512824361e-02,-9.077606581680329467e-02,2.357502281665802002e-02
1.723544847169434036e+01,2.082526194867961866e-02,-5.796554824549103591e-02,2.055022865533828735e-02
8.069619887977594885e+00,7.135418937998444511e-02,1.210515537202358632e-01,7.224290817975997925e-02
7.169440302060412051e+00,6.597829112946917984e-02,1.080571313661100874e-01,6.677689403295516968e-02
1.637527686737347565e+01,2.777504807136055298e-02,-3.779344281375986853e-02,2.754863351583480835e-02
1.725145166433286548e+01,2.077193927453846456e-02,-5.794452438489143542e-02,2.050507813692092896e-02
5.961199257851570010e+00,3.406282873701660385e-02,-5.308515177335894342e-02,3.474945574998855591e-02
1.694739100420083844e+01,2.229320774034315722e-02,-5.579607948036209575e-02,2.193553000688552856e-02
1.241048589117823475e+01,3.348391882876666781e-02,-1.250991756675874644e-02,3.370135277509689331e-02
1.060612592118423692e+01,2.616367764859584000e-02,-8.722493497704340848e-02,2.634411305189132690e-02
1.590718348269653859e+01,3.399385281778910528e-02,-1.244123632710071245e-02,3.386265784502029419e-02
3.212650922184436819e+00,6.326816472666924041e-02,-2.209965744479502198e-02,6.333441287279129028e-02
2.568522418483696779e+00,1.093731232566308442e-01,2.110997090484348915e-01,1.094687953591346741e-01
2.160531006201240334e-01,2.069846898798861079e-01,9.922383138150658866e-01,2.070031464099884033e-01
5.721151368273654114e+00,2.718136405316090576e-02,-9.314704835250078863e-02,2.769675850868225098e-02
2.580524812962592840e+00,1.084596833787783432e-01,2.061947343632731522e-01,1.085543110966682434e-01
8.173640640128025936e+00,7.066877288000134039e-02,1.161468518072669015e-01,7.158631831407546997e-02
1.508310906181236311e+00,1.836084707004690397e-01,6.616993997208614475e-01,1.840013563632965088e-01
1.086217700340067971e+01,2.400802650731759247e-02,-9.124467113377877914e-02,2.425234019756317139e-02
1.111822808561712250e+01,2.305550808746903435e-02,-8.926669254889452176e-02,2.335113286972045898e-02
4.448897553510701819e+00,1.377938945364931556e-02,-2.170170250555346070e-01,1.383929699659347534e-02
1.212251842368473831e+00,1.978566711414581625e-01,7.724538252212921341e-01,1.982007920742034912e-01
1.079416343468693640e+01,2.446419892453732814e-02,-9.076991609880068201e-02,2.469156682491302490e-02
7.857577585517103280e+00,7.194065327838955470e-02,1.272648629542497134e-01,7.276710122823715210e-02
1.348269979795959195e+01,4.738224942746260826e-02,5.884373471455951049e-02,4.777525365352630615e-02
7.913588759751950086e+00,7.189441967340315376e-02,1.261404972529947266e-01,7.273674756288528442e-02
1.803160730546109392e+01,2.169808231895864470e-02,-4.047031317483869295e-02,2.196861058473587036e-02
8.901785905181036185e+00,5.985072968497373580e-02,5.610946818802230868e-02,6.070338934659957886e-02
6.725351706341267999e+00,5.631699198881318091e-02,6.362470483837399937e-02,5.721662193536758423e-02
1.670334231646329215e+01,2.425339482053490148e-02,-5.022739060393868749e-02,2.391990274190902710e-02
5.069021268253650625e+00,1.377523131063979056e-02,-1.848636694993072149e-01,1.395012438297271729e-02
1.241848748749749909e+01,3.359757827501530514e-02,-1.186494703344481011e-02,3.381562978029251099e-02
1.386277562312462486e+01,4.994178137452742750e-02,6.943705439845393457e-02,5.023089796304702759e-02
4.561009901980396242e-01,2.109136265798990661e-01,9.656874975179357001e-01,2.111012339591979980e-01
1.658331837167433420e+01,2.543484541515517172e-02,-4.629779498908014740e-02,2.513597160577774048e-02
5.197046809361872022e+00,1.553559995912989766e-02,-1.702571581062866934e-01,1.575185358524322510e-02
1.589918188637727603e+01,3.410684336686087281e-02,-1.195378757633572611e-02,3.397601097822189331e-02
