# Time, Target, Prediction
2.293200000000000216e+01,-3.448275862068965469e-02,-7.317073170731708265e-02,-5.655780434608459473e-02,-6.133487820625305176e-02
3.673199999999999932e+01,-4.597701149425287293e-02,-3.658536585365854132e-02,-3.394471108913421631e-02,-2.256304025650024414e-02
2.686799999999999855e+01,4.597701149425287293e-02,0.000000000000000000e+00,1.805603504180908203e-02,1.960679143667221069e-02
3.573600000000000421e+01,-5.747126436781609116e-02,-4.878048780487805047e-02,-5.254510045051574707e-02,-4.305001348257064819e-02
2.070000000000000284e+01,4.597701149425287293e-02,1.219512195121951262e-02,4.905423521995544434e-02,4.270879924297332764e-02
1.630799999999999983e+01,-2.298850574712643646e-02,-4.878048780487805047e-02,-2.437901496887207031e-02,-5.210912972688674927e-02
3.118800000000000239e+01,-3.448275862068965469e-02,-3.658536585365854132e-02,-2.501448988914489746e-02,-1.615495234727859497e-02
3.150000000000000000e+01,-1.149425287356321823e-02,-1.219512195121951262e-02,-1.109538972377777100e-02,-2.198316156864166260e-03
3.132000000000000028e+01,-1.149425287356321823e-02,-2.439024390243902524e-02,-1.912787556648254395e-02,-1.030768454074859619e-02
1.738800000000000168e+01,-1.149425287356321823e-01,-9.756097560975610095e-02,-9.644749760627746582e-02,-1.122482270002365112e-01
2.582400000000000162e+01,0.000000000000000000e+00,2.439024390243902524e-02,9.826853871345520020e-03,1.253301650285720825e-02
3.538799999999999812e+01,-3.448275862068965469e-02,-6.097560975609755962e-02,-5.295078456401824951e-02,-4.428995400667190552e-02
2.792399999999999949e+01,-1.149425287356321823e-02,1.219512195121951262e-02,-5.669832229614257812e-03,-4.562936723232269287e-03
1.869600000000000151e+01,-5.747126436781609116e-02,-7.317073170731708265e-02,-5.407200753688812256e-02,-6.093250215053558350e-02
3.244800000000000040e+01,0.000000000000000000e+00,1.219512195121951262e-02,1.022595167160034180e-02,1.997625082731246948e-02
2.217600000000000193e+01,-1.149425287356321823e-02,-3.658536585365854132e-02,-1.394344866275787354e-02,-2.080641686916351318e-02
3.429599999999999937e+01,-2.298850574712643646e-02,2.439024390243902524e-02,-1.954826712608337402e-02,-9.826526045799255371e-03
3.121199999999999974e+01,-1.149425287356321823e-02,-3.658536585365854132e-02,-2.396368980407714844e-02,-1.511503010988235474e-02
3.488400000000000034e+01,-3.448275862068965469e-02,-3.658536585365854132e-02,-4.165154695510864258e-02,-3.266311436891555786e-02
2.584799999999999898e+01,1.149425287356321823e-02,2.439024390243902524e-02,1.052510738372802734e-02,1.321604847908020020e-02
9.419999999999999929e+00,2.988505747126436463e-01,2.195121951219511924e-01,2.964417040348052979e-01,1.971116364002227783e-01
3.363599999999999568e+01,1.149425287356321823e-02,1.219512195121951262e-02,-1.927539706230163574e-03,7.194772362709045410e-03
3.593999999999999773e+01,-5.747126436781609116e-02,-3.658536585365854132e-02,-5.002391338348388672e-02,-3.991286829113960266e-02
2.827199999999999847e+01,-1.149425287356321823e-02,-3.658536585365854132e-02,-1.895035803318023682e-02,-1.746292784810066223e-02
2.817599999999999838e+01,0.000000000000000000e+00,1.219512195121951262e-02,-1.505458354949951172e-02,-1.370131969451904297e-02
2.876399999999999579e+01,-4.597701149425287293e-02,-2.439024390243902524e-02,-4.063113033771514893e-02,-3.816395252943038940e-02
2.483999999999999631e+01,-3.448275862068965469e-02,-3.658536585365854132e-02,-4.155179858207702637e-02,-3.968891873955726624e-02
3.643200000000000216e+01,-5.747126436781609116e-02,-2.439024390243902524e-02,-4.052513837814331055e-02,-2.934986352920532227e-02
1.821600000000000108e+01,-1.034482758620689502e-01,-7.317073170731708265e-02,-9.471428394317626953e-02,-1.033440977334976196e-01
2.029200000000000159e+01,5.747126436781609116e-02,0.000000000000000000e+00,4.544201493263244629e-02,4.024428874254226685e-02
1.448400000000000176e+01,1.034482758620689502e-01,1.585365853658536606e-01,1.019196659326553345e-01,7.048604637384414673e-02
9.995999999999998664e+00,3.448275862068965469e-02,0.000000000000000000e+00,6.117740273475646973e-02,-2.929008007049560547e-02
2.923199999999999932e+01,-4.597701149425287293e-02,-7.317073170731708265e-02,-5.800116062164306641e-02,-5.407096073031425476e-02
1.608000000000000185e+01,0.000000000000000000e+00,-3.658536585365854132e-02,-4.162088036537170410e-03,-3.326466679573059082e-02
3.253199999999999648e+01,2.298850574712643646e-02,1.219512195121951262e-02,1.029045879840850830e-02,1.997380703687667847e-02
7.956000000000000405e+00,8.850574712643677344e-01,8.048780487804877426e-01,8.808333873748779297e-01,8.025094270706176758e-01
2.120400000000000063e+01,4.597701149425287293e-02,-2.439024390243902524e-02,3.066048026084899902e-02,2.304855734109878540e-02
8.855999999999999872e+00,5.517241379310344751e-01,4.512195121951219634e-01,5.538989901542663574e-01,4.540057182312011719e-01
2.234400000000000119e+01,-2.298850574712643646e-02,2.439024390243902524e-02,-2.445144951343536377e-02,-3.100574389100074768e-02
2.060399999999999920e+01,4.597701149425287293e-02,4.878048780487805047e-02,5.027104914188385010e-02,4.427824914455413818e-02
3.438000000000000256e+01,-2.298850574712643646e-02,2.439024390243902524e-02,-2.252760529518127441e-02,-1.279645413160324097e-02
1.048799999999999955e+01,-1.034482758620689502e-01,-2.073170731707317249e-01,-9.412327408790588379e-02,-1.732994616031646729e-01
3.268800000000000239e+01,1.149425287356321823e-02,4.878048780487805047e-02,9.895876049995422363e-03,1.942323893308639526e-02
3.220799999999999841e+01,0.000000000000000000e+00,2.439024390243902524e-02,8.708536624908447266e-03,1.852502673864364624e-02
9.971999999999999531e+00,6.896551724137930939e-02,-1.219512195121951262e-02,7.017887383699417114e-02,-2.079026401042938232e-02
2.096400000000000219e+01,3.448275862068965469e-02,3.658536585365854132e-02,4.075807332992553711e-02,3.347893804311752319e-02
2.476800000000000068e+01,-4.597701149425287293e-02,-2.439024390243902524e-02,-4.592819511890411377e-02,-4.426151514053344727e-02
3.370799999999999841e+01,1.149425287356321823e-02,0.000000000000000000e+00,-3.393322229385375977e-03,5.783222615718841553e-03
3.167999999999999972e+01,1.149425287356321823e-02,-1.219512195121951262e-02,-3.844335675239562988e-03,5.298666656017303467e-03
1.145999999999999908e+01,-2.528735632183907733e-01,-3.170731707317073211e-01,-2.336461246013641357e-01,-2.878122925758361816e-01
1.849199999999999733e+01,-6.896551724137930939e-02,-8.536585365853659180e-02,-6.923547387123107910e-02,-7.665647566318511963e-02
7.427999999999999936e+00,9.655172413793102759e-01,9.512195121951220189e-01,9.748415946960449219e-01,9.208526015281677246e-01
1.860000000000000142e+01,-8.045977011494252762e-02,-1.219512195121951192e-01,-6.078772246837615967e-02,-6.791143864393234253e-02
2.109600000000000009e+01,4.597701149425287293e-02,3.658536585365854132e-02,3.522229194641113281e-02,2.768372744321823120e-02
3.441599999999999682e+01,-3.448275862068965469e-02,4.878048780487805047e-02,-2.384912967681884766e-02,-1.412617787718772888e-02
2.572800000000000153e+01,1.149425287356321823e-02,1.219512195121951262e-02,6.731137633323669434e-03,9.485907852649688721e-03
2.224800000000000111e+01,-2.298850574712643646e-02,-3.658536585365854132e-02,-1.842091977596282959e-02,-2.516673505306243896e-02
8.555999999999999162e+00,6.781609195402298340e-01,5.365853658536585691e-01,6.845140457153320312e-01,5.887182354927062988e-01
3.376800000000000068e+01,0.000000000000000000e+00,-1.219512195121951262e-02,-4.688352346420288086e-03,4.541449248790740967e-03
8.916000000000000369e+00,5.287356321839080664e-01,4.634146341463414309e-01,5.268367528915405273e-01,4.264553189277648926e-01
2.107199999999999918e+01,5.747126436781609116e-02,4.878048780487805047e-02,3.624571859836578369e-02,2.873984724283218384e-02
2.559600000000000009e+01,1.149425287356321823e-02,2.439024390243902524e-02,1.661747694015502930e-03,4.446506500244140625e-03
1.458000000000000185e+01,1.034482758620689502e-01,0.000000000000000000e+00,1.032581478357315063e-01,7.163140922784805298e-02
1.994399999999999906e+01,1.149425287356321823e-02,4.878048780487805047e-02,2.672541141510009766e-02,2.194608002901077271e-02
8.891999999999999460e+00,5.402298850574711597e-01,3.780487804878048808e-01,5.377043485641479492e-01,4.375013709068298340e-01
1.784400000000000119e+01,-1.034482758620689502e-01,-1.219512195121951192e-01,-1.136568486690521240e-01,-1.258364319801330566e-01
3.435600000000000165e+01,-2.298850574712643646e-02,2.439024390243902524e-02,-2.166080474853515625e-02,-1.192839071154594421e-02
2.984400000000000119e+01,-6.896551724137930939e-02,-3.658536585365854132e-02,-5.516707897186279297e-02,-4.865874350070953369e-02
3.596399999999999864e+01,-4.597701149425287293e-02,-3.658536585365854132e-02,-4.965037107467651367e-02,-3.946970775723457336e-02
3.247200000000000131e+01,1.149425287356321823e-02,0.000000000000000000e+00,1.026624441146850586e-02,1.999910175800323486e-02
1.805999999999999872e+01,-9.195402298850574585e-02,-1.219512195121951192e-01,-1.076489984989166260e-01,-1.176208406686782837e-01
8.544000000000000483e+00,6.781609195402298340e-01,5.487804878048780921e-01,6.895514130592346191e-01,5.939729213714599609e-01
3.467999999999999972e+01,-4.597701149425287293e-02,-2.439024390243902524e-02,-3.402844071388244629e-02,-2.460698038339614868e-02
2.343599999999999994e+01,-6.896551724137930939e-02,-7.317073170731708265e-02,-7.191944122314453125e-02,-7.499048113822937012e-02
1.603200000000000003e+01,-1.149425287356321823e-02,-7.317073170731708265e-02,-4.736036062240600586e-04,-2.977118641138076782e-02
1.878000000000000114e+01,-4.597701149425287293e-02,-2.439024390243902524e-02,-4.866480827331542969e-02,-5.528484284877777100e-02
1.292399999999999949e+01,-6.896551724137930939e-02,-7.317073170731708265e-02,-6.801804900169372559e-02,-1.002714931964874268e-01
2.602799999999999869e+01,2.298850574712643646e-02,3.658536585365854132e-02,1.484605669975280762e-02,1.738990098237991333e-02
3.288000000000000256e+01,1.149425287356321823e-02,6.097560975609755962e-02,8.659124374389648438e-03,1.798114925622940063e-02
2.911200000000000188e+01,-4.597701149425287293e-02,-7.317073170731708265e-02,-5.461513996124267578e-02,-5.113980919122695923e-02
