# Trained_Coeffs, Scaled_Trained_Coeffs
6.738273054361343384e-02,1.109332144260406494e-01
4.240761324763298035e-02,3.876669332385063171e-02
1.077031940221786499e-01,1.643834561109542847e-01
1.010271668434143066e+00,1.017902135848999023e+00
1.655826927162706852e-04,1.533155736979097128e-04
