1.000000000000000021e-03,9.999998333333416367e-01,2.998799899970698402e+00
1.100180036007201642e-02,9.999798268535606827e-01,2.986785697013582652e+00
2.100360072014403195e-02,9.999264764145678885e-01,2.974751298434568092e+00
3.100540108021604749e-02,9.998397852185061385e-01,2.962696540389432087e+00
4.100720144028806302e-02,9.997197584686196015e-01,2.950621266643351781e+00
5.100900180036008202e-02,9.995664033688823613e-01,2.938525328531899738e+00
6.101080216043209409e-02,9.993797291234837177e-01,2.926408584921879719e+00
7.101260252050410615e-02,9.991597469361698236e-01,2.914270902172012345e+00
8.101440288057612515e-02,9.989064700094441029e-01,2.902112154093485774e+00
9.101620324064814416e-02,9.986199135436230057e-01,2.889932221910341603e+00
1.010180036007201632e-01,9.983000947357508759e-01,2.877730994219715122e+00
1.110198039607921683e-01,9.979470327783703798e-01,2.865508366951934782e+00
1.210216043208641873e-01,9.975607488581518245e-01,2.853264243330462246e+00
1.310234046809362063e-01,9.971412661543794798e-01,2.840998533831683215e+00
1.410252050410082114e-01,9.966886098372951253e-01,2.828711156144548156e+00
1.510270054010802443e-01,9.962028070663001555e-01,2.816402035130071368e+00
1.610288057611522494e-01,9.956838869880154652e-01,2.804071102780670177e+00
1.710306061212242545e-01,9.951318807341991146e-01,2.791718298179362900e+00
1.810324064812962874e-01,9.945468214195222201e-01,2.779343567458802955e+00
1.910342068413682926e-01,9.939287441392035127e-01,2.766946863760182840e+00
2.010360072014403254e-01,9.932776859665031211e-01,2.754528147191972476e+00
2.110378075615123306e-01,9.925936859500735787e-01,2.742087384788516324e+00
2.210396079215843357e-01,9.918767851111714995e-01,2.729624550468486621e+00
2.310414082816563686e-01,9.911270264407273656e-01,2.717139624993169633e+00
2.410432086417283737e-01,9.903444548962754279e-01,2.704632595924625349e+00
2.510450090018003788e-01,9.895291173987429412e-01,2.692103457583686854e+00
2.610468093618724117e-01,9.886810628290995107e-01,2.679552211007812268e+00
2.710486097219444446e-01,9.878003420248663291e-01,2.666978863908797681e+00
2.810504100820164219e-01,9.868870077764867466e-01,2.654383430630328888e+00
2.910522104420884548e-01,9.859411148235566191e-01,2.641765932105410997e+00
3.010540108021604877e-01,9.849627198509162129e-01,2.629126395813629280e+00
3.110558111622324651e-01,9.839518814846035522e-01,2.616464855738264372e+00
3.210576115223044980e-01,9.829086602876686563e-01,2.603781352323294662e+00
3.310594118823765308e-01,9.818331187558513307e-01,2.591075932430212614e+00
3.410612122424485082e-01,9.807253213131196246e-01,2.578348649294730510e+00
3.510630126025205411e-01,9.795853343070721753e-01,2.565599562483323215e+00
3.610648129625925740e-01,9.784132260042024409e-01,2.552828737849643481e+00
3.710666133226645513e-01,9.772090665850279301e-01,2.540036247490787158e+00
3.810684136827365842e-01,9.759729281390817635e-01,2.527222169703426502e+00
3.910702140428086171e-01,9.747048846597690108e-01,2.514386588939789391e+00
4.010720144028806500e-01,9.734050120390876915e-01,2.501529595763522185e+00
4.110738147629526273e-01,9.720733880622143275e-01,2.488651286805393159e+00
4.210756151230246602e-01,9.707100924019557153e-01,2.475751764718872483e+00
4.310774154830966931e-01,9.693152066130658051e-01,2.462831138135576303e+00
4.410792158431686705e-01,9.678888141264285760e-01,2.449889521620568722e+00
4.510810162032407034e-01,9.664310002431091284e-01,2.436927035627534988e+00
4.610828165633127362e-01,9.649418521282699945e-01,2.423943806453825012e+00
4.710846169233847136e-01,9.634214588049571093e-01,2.410939966195359219e+00
4.810864172834567465e-01,9.618699111477521102e-01,2.397915652701401612e+00
4.910882176435287794e-01,9.602873018762941859e-01,2.384871009529215158e+00
5.010900180036007567e-01,9.586737255486721399e-01,2.371806185898581720e+00
5.110918183636727896e-01,9.570292785546830050e-01,2.358721336646193656e+00
5.210936187237448225e-01,9.553540591089645373e-01,2.345616622179916178e+00
5.310954190838168554e-01,9.536481672439961477e-01,2.332492208432941361e+00
5.410972194438888883e-01,9.519117048029711592e-01,2.319348266817795157e+00
5.510990198039608101e-01,9.501447754325418327e-01,2.306184974180248037e+00
5.611008201640328430e-01,9.483474845754367166e-01,2.293002512753077315e+00
5.711026205241048759e-01,9.465199394629497665e-01,2.279801070109741090e+00
5.811044208841769088e-01,9.446622491073037864e-01,2.266580839117900759e+00
5.911062212442489416e-01,9.427745242938888603e-01,2.253342017892855154e+00
6.011080216043209745e-01,9.408568775733737732e-01,2.240084809750847672e+00
6.111098219643928964e-01,9.389094232536944196e-01,2.226809423162257495e+00
6.211116223244649293e-01,9.369322773919158687e-01,2.213516071704678456e+00
6.311134226845369621e-01,9.349255577859747479e-01,2.200204974015897541e+00
6.411152230446089950e-01,9.328893839662950604e-01,2.186876353746751711e+00
6.511170234046810279e-01,9.308238771872840989e-01,2.173530439513884360e+00
6.611188237647530608e-01,9.287291604187060123e-01,2.160167464852390307e+00
6.711206241248250937e-01,9.266053583369352475e-01,2.146787668168366636e+00
6.811224244848970155e-01,9.244525973160894194e-01,2.133391292691346752e+00
6.911242248449690484e-01,9.222710054190428330e-01,2.119978586426641609e+00
7.011260252050410813e-01,9.200607123883211003e-01,2.106549802107583247e+00
7.111278255651131142e-01,9.178218496368787394e-01,2.093105197147663521e+00
7.211296259251851470e-01,9.155545502387573142e-01,2.079645033592588454e+00
7.311314262852571799e-01,9.132589489196301091e-01,2.066169578072214019e+00
7.411332266453291018e-01,9.109351820472277872e-01,2.052679101752425073e+00
7.511350270054011347e-01,9.085833876216514726e-01,2.039173880286892615e+00
7.611368273654731675e-01,9.062037052655694813e-01,2.025654193768750666e+00
7.711386277255452004e-01,9.037962762143021411e-01,2.012120326682204308e+00
7.811404280856172333e-01,9.013612433057928142e-01,1.998572567854020710e+00
7.911422284456892662e-01,8.988987509704673418e-01,1.985011210404962867e+00
8.011440288057612991e-01,8.964089452209812459e-01,1.971436551701126305e+00
8.111458291658332209e-01,8.938919736418583506e-01,1.957848893305207838e+00
8.211476295259052538e-01,8.913479853790176044e-01,1.944248540927687063e+00
8.311494298859772867e-01,8.887771311291927656e-01,1.930635804377935250e+00
8.411512302460493196e-01,8.861795631292431752e-01,1.917010997515256054e+00
8.511530306061213524e-01,8.835554351453576150e-01,1.903374438199844754e+00
8.611548309661933853e-01,8.809049024621512514e-01,1.889726448243687296e+00
8.711566313262653072e-01,8.782281218716582183e-01,1.876067353361379419e+00
8.811584316863373401e-01,8.755252516622182846e-01,1.862397483120898034e+00
8.911602320464093729e-01,8.727964516072609369e-01,1.848717170894293549e+00
9.011620324064814058e-01,8.700418829539846577e-01,1.835026753808325140e+00
9.111638327665534387e-01,8.672617084119368380e-01,1.821326572695040280e+00
9.211656331266254716e-01,8.644560921414895516e-01,1.807616972042292103e+00
9.311674334866973934e-01,8.616251997422178510e-01,1.793898299944210351e+00
9.411692338467694263e-01,8.587691982411761460e-01,1.780170908051603940e+00
9.511710342068414592e-01,8.558882560810781026e-01,1.766435151522329106e+00
9.611728345669134921e-01,8.529825431083776222e-01,1.752691388971597597e+00
9.711746349269855250e-01,8.500522305612541185e-01,1.738939982422249786e+00
9.811764352870575578e-01,8.470974910575012062e-01,1.725181297254966495e+00
9.911782356471295907e-01,8.441184985823213527e-01,1.711415702158462615e+00
1.001180036007201402e+00,8.411154284760262723e-01,1.697643569079613002e+00
1.011181836367273545e+00,8.380884574216446170e-01,1.683865273173566823e+00
1.021183636727345467e+00,8.350377634324377407e-01,1.670081192753817056e+00
