1.000000000000000021e-03,9.999998333333416367e-01,1.199879850190011332e+01
1.100180036007201642e-02,9.999798268535606827e-01,1.198661639091725739e+01
2.100360072014403195e-02,9.999264764145678885e-01,1.197413393269911097e+01
3.100540108021604749e-02,9.998397852185061385e-01,1.196135057579339644e+01
4.100720144028806302e-02,9.997197584686196015e-01,1.194826579923067378e+01
5.100900180036008202e-02,9.995664033688823613e-01,1.193487911243137667e+01
6.101080216043209409e-02,9.993797291234837177e-01,1.192119005511198182e+01
7.101260252050410615e-02,9.991597469361698236e-01,1.190719819719024031e+01
8.101440288057612515e-02,9.989064700094441029e-01,1.189290313868964155e+01
9.101620324064814416e-02,9.986199135436230057e-01,1.187830450964290208e+01
1.010180036007201632e-01,9.983000947357508759e-01,1.186340196999456964e+01
1.110198039607921683e-01,9.979470327783703798e-01,1.184819520950279426e+01
1.210216043208641873e-01,9.975607488581518245e-01,1.183268394764012754e+01
1.310234046809362063e-01,9.971412661543794798e-01,1.181686793349343745e+01
1.410252050410082114e-01,9.966886098372951253e-01,1.180074694566291171e+01
1.510270054010802443e-01,9.962028070663001555e-01,1.178432079216015183e+01
1.610288057611522494e-01,9.956838869880154652e-01,1.176758931030533972e+01
1.710306061212242545e-01,9.951318807341991146e-01,1.175055236662348968e+01
1.810324064812962874e-01,9.945468214195222201e-01,1.173320985673971606e+01
1.910342068413682926e-01,9.939287441392035127e-01,1.171556170527365559e+01
2.010360072014403254e-01,9.932776859665031211e-01,1.169760786573288414e+01
2.110378075615123306e-01,9.925936859500735787e-01,1.167934832040540627e+01
2.210396079215843357e-01,9.918767851111714995e-01,1.166078308025125132e+01
2.310414082816563686e-01,9.911270264407273656e-01,1.164191218479301959e+01
2.410432086417283737e-01,9.903444548962754279e-01,1.162273570200559192e+01
2.510450090018003788e-01,9.895291173987429412e-01,1.160325372820480538e+01
2.610468093618724117e-01,9.886810628290995107e-01,1.158346638793520178e+01
2.710486097219444446e-01,9.878003420248663291e-01,1.156337383385684170e+01
2.810504100820164219e-01,9.868870077764867466e-01,1.154297624663109190e+01
2.910522104420884548e-01,9.859411148235566191e-01,1.152227383480555112e+01
3.010540108021604877e-01,9.849627198509162129e-01,1.150126683469792788e+01
3.110558111622324651e-01,9.839518814846035522e-01,1.147995551027894479e+01
3.210576115223044980e-01,9.829086602876686563e-01,1.145834015305438669e+01
3.310594118823765308e-01,9.818331187558513307e-01,1.143642108194604567e+01
3.410612122424485082e-01,9.807253213131196246e-01,1.141419864317178678e+01
3.510630126025205411e-01,9.795853343070721753e-01,1.139167321012460476e+01
3.610648129625925740e-01,9.784132260042024409e-01,1.136884518325072690e+01
3.710666133226645513e-01,9.772090665850279301e-01,1.134571498992672645e+01
3.810684136827365842e-01,9.759729281390817635e-01,1.132228308433570163e+01
3.910702140428086171e-01,9.747048846597690108e-01,1.129854994734241913e+01
4.010720144028806500e-01,9.734050120390876915e-01,1.127451608636756397e+01
4.110738147629526273e-01,9.720733880622143275e-01,1.125018203526094673e+01
4.210756151230246602e-01,9.707100924019557153e-01,1.122554835417377994e+01
4.310774154830966931e-01,9.693152066130658051e-01,1.120061562942998989e+01
4.410792158431686705e-01,9.678888141264285760e-01,1.117538447339652130e+01
4.510810162032407034e-01,9.664310002431091284e-01,1.114985552435270577e+01
