# Trained_Coeffs, Unscaled, Sparsity_Mask
7.974550873041152954e-02,4.175465073070692701e-01,0.000000000000000000e+00
6.428871750831604004e-01,1.227824061178436760e-01,1.000000000000000000e+00
7.714413106441497803e-02,2.813880481382218749e-03,2.000000000000000000e+00
4.792223572731018066e-01,6.798370239157047763e+02,3.000000000000000000e+00
1.785384535789489746e+00,4.837276226654647644e+02,4.000000000000000000e+00
8.480900526046752930e-01,4.388463253471474701e+01,5.000000000000000000e+00
1.321904510259628296e-01,1.306387327492246841e+00,6.000000000000000000e+00
