# Trained_Coeffs, Sparsity_Mask
4.084561467170715332e-01,0.000000000000000000e+00
2.020425349473953247e-01,1.000000000000000000e+00
5.068944096565246582e-01,2.000000000000000000e+00
8.027505278587341309e-01,3.000000000000000000e+00
5.901253968477249146e-02,4.000000000000000000e+00
