# Trained_Coeffs, Sparsity_Mask
1.877988129854202271e-01,0.000000000000000000e+00
2.527183294296264648e-01,1.000000000000000000e+00
2.565480470657348633e-01,2.000000000000000000e+00
9.002262949943542480e-01,3.000000000000000000e+00
9.286474436521530151e-02,4.000000000000000000e+00
