# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
1.998055428266525269e-01,2.803798019886016846e-01,0.000000000000000000e+00
5.145909190177917480e-01,4.497755765914916992e-01,1.000000000000000000e+00
6.028465032577514648e-01,5.576490163803100586e-01,3.000000000000000000e+00
1.497489690780639648e+00,1.482843518257141113e+00,4.000000000000000000e+00
5.143809318542480469e-01,4.304018318653106689e-01,5.000000000000000000e+00
