# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
7.647631764411926270e-01,1.434974312782287598e+00,0.000000000000000000e+00
8.967669606208801270e-01,7.481536269187927246e-01,1.000000000000000000e+00
8.659648895263671875e-01,5.685820579528808594e-01,2.000000000000000000e+00
4.444858551025390625e+00,7.588573098182678223e-01,3.000000000000000000e+00
3.240705966949462891e+00,3.156221508979797363e-01,5.000000000000000000e+00
